,community,year,keep_row
51,ASHBURN,2021.0,1
52,AUBURN GRESHAM,2002.0,1
53,AUBURN GRESHAM,2003.0,1
54,AUBURN GRESHAM,2007.0,2
55,AUBURN GRESHAM,2008.0,2
56,AUBURN GRESHAM,2009.0,2
57,AUBURN GRESHAM,2010.0,1
58,AUBURN GRESHAM,2012.0,2
59,AUBURN GRESHAM,2015.0,2
60,AUBURN GRESHAM,2016.0,1
61,AUBURN GRESHAM,2017.0,2
62,AUBURN GRESHAM,2018.0,3
63,AUBURN GRESHAM,2019.0,5
64,AUBURN GRESHAM,2020.0,5
65,AUBURN GRESHAM,2021.0,3
66,AUSTIN,2001.0,1
67,AUSTIN,2002.0,3
68,AUSTIN,2003.0,3
69,AUSTIN,2004.0,9
70,AUSTIN,2005.0,10
71,AUSTIN,2006.0,12
72,AUSTIN,2007.0,8
73,AUSTIN,2008.0,6
74,AUSTIN,2009.0,4
75,AUSTIN,2010.0,6
76,AUSTIN,2011.0,3
77,AUSTIN,2012.0,3
78,AUSTIN,2013.0,2
79,AUSTIN,2014.0,2
80,AUSTIN,2015.0,7
81,AUSTIN,2016.0,4
82,AUSTIN,2017.0,11
83,AUSTIN,2018.0,7
84,AUSTIN,2019.0,17
85,AUSTIN,2020.0,8
86,AUSTIN,2021.0,18
87,AVALON PARK,2001.0,1
88,AVALON PARK,2002.0,1
89,AVALON PARK,2003.0,1
90,AVALON PARK,2004.0,1
91,AVALON PARK,2010.0,1
92,AVALON PARK,2012.0,1
93,AVALON PARK,2014.0,1
94,AVALON PARK,2016.0,1
95,AVALON PARK,2019.0,1
96,AVALON PARK,2021.0,2
97,AVONDALE,2002.0,7
98,AVONDALE,2003.0,7
99,AVONDALE,2004.0,6
100,AVONDALE,2005.0,6
101,AVONDALE,2006.0,8
102,AVONDALE,2007.0,10
103,AVONDALE,2008.0,9
104,AVONDALE,2009.0,10
105,AVONDALE,2010.0,7
106,AVONDALE,2011.0,2
107,AVONDALE,2012.0,4
108,AVONDALE,2013.0,2
109,AVONDALE,2014.0,4
110,AVONDALE,2015.0,4
111,AVONDALE,2016.0,6
112,AVONDALE,2017.0,5
113,AVONDALE,2018.0,11
114,AVONDALE,2019.0,7
115,AVONDALE,2020.0,9
116,AVONDALE,2021.0,8
117,BELMONT CRAGIN,2001.0,1
118,BELMONT CRAGIN,2002.0,11
119,BELMONT CRAGIN,2003.0,15
120,BELMONT CRAGIN,2004.0,15
121,BELMONT CRAGIN,2005.0,14
122,BELMONT CRAGIN,2006.0,14
123,BELMONT CRAGIN,2007.0,20
124,BELMONT CRAGIN,2008.0,5
125,BELMONT CRAGIN,2009.0,17
126,BELMONT CRAGIN,2010.0,3
127,BELMONT CRAGIN,2011.0,19
128,BELMONT CRAGIN,2012.0,3
129,BELMONT CRAGIN,2013.0,11
130,BELMONT CRAGIN,2014.0,3
131,BELMONT CRAGIN,2015.0,15
132,BELMONT CRAGIN,2016.0,3
133,BELMONT CRAGIN,2017.0,12
134,BELMONT CRAGIN,2018.0,7
135,BELMONT CRAGIN,2019.0,20
136,BELMONT CRAGIN,2020.0,6
137,BELMONT CRAGIN,2021.0,23
138,BEVERLY,2001.0,1
139,BEVERLY,2002.0,1
140,BEVERLY,2003.0,1
141,BEVERLY,2004.0,2
142,BEVERLY,2005.0,1
143,BEVERLY,2006.0,3
144,BEVERLY,2007.0,4
145,BEVERLY,2008.0,3
146,BEVERLY,2009.0,5
147,BEVERLY,2010.0,2
148,BEVERLY,2011.0,6
149,BEVERLY,2012.0,1
150,BEVERLY,2013.0,6
151,BEVERLY,2014.0,3
152,BEVERLY,2015.0,5
153,BEVERLY,2017.0,6
154,BEVERLY,2018.0,1
155,BEVERLY,2019.0,5
156,BEVERLY,2020.0,3
157,BEVERLY,2021.0,7
158,BRIDGEPORT,2002.0,6
159,BRIDGEPORT,2003.0,9
160,BRIDGEPORT,2004.0,8
161,BRIDGEPORT,2005.0,8
162,BRIDGEPORT,2006.0,7
163,BRIDGEPORT,2007.0,12
164,BRIDGEPORT,2008.0,2
165,BRIDGEPORT,2009.0,7
166,BRIDGEPORT,2010.0,1
167,BRIDGEPORT,2011.0,9
168,BRIDGEPORT,2012.0,3
169,BRIDGEPORT,2013.0,9
170,BRIDGEPORT,2014.0,4
171,BRIDGEPORT,2015.0,8
172,BRIDGEPORT,2016.0,5
173,BRIDGEPORT,2017.0,6
174,BRIDGEPORT,2018.0,5
175,BRIDGEPORT,2019.0,6
176,BRIDGEPORT,2020.0,5
177,BRIDGEPORT,2021.0,5
178,BRIGHTON PARK,2006.0,1
179,BRIGHTON PARK,2008.0,1
180,BRIGHTON PARK,2009.0,1
181,BRIGHTON PARK,2011.0,3
182,BRIGHTON PARK,2012.0,1
183,BRIGHTON PARK,2013.0,3
184,BRIGHTON PARK,2014.0,2
185,BRIGHTON PARK,2015.0,4
186,BRIGHTON PARK,2016.0,2
187,BRIGHTON PARK,2017.0,5
188,BRIGHTON PARK,2018.0,4
189,BRIGHTON PARK,2019.0,5
190,BRIGHTON PARK,2020.0,4
191,BRIGHTON PARK,2021.0,4
192,BURNSIDE,2004.0,2
193,BURNSIDE,2005.0,1
194,CALUMET HEIGHTS,2002.0,1
195,CALUMET HEIGHTS,2003.0,1
196,CALUMET HEIGHTS,2004.0,1
197,CALUMET HEIGHTS,2005.0,1
198,CALUMET HEIGHTS,2006.0,1
199,CALUMET HEIGHTS,2007.0,1
200,CALUMET HEIGHTS,2008.0,1
201,CALUMET HEIGHTS,2010.0,1
202,CALUMET HEIGHTS,2012.0,1
203,CALUMET HEIGHTS,2014.0,2
204,CALUMET HEIGHTS,2015.0,1
205,CALUMET HEIGHTS,2016.0,2
206,CALUMET HEIGHTS,2018.0,2
207,CALUMET HEIGHTS,2020.0,3
208,CHATHAM,2002.0,2
209,CHATHAM,2003.0,2
210,CHATHAM,2004.0,6
211,CHATHAM,2005.0,7
212,CHATHAM,2006.0,9
213,CHATHAM,2007.0,8
214,CHATHAM,2008.0,3
215,CHATHAM,2009.0,5
216,CHATHAM,2010.0,2
217,CHATHAM,2011.0,6
218,CHATHAM,2012.0,2
219,CHATHAM,2013.0,5
220,CHATHAM,2014.0,2
221,CHATHAM,2015.0,4
222,CHATHAM,2016.0,2
223,CHATHAM,2017.0,5
224,CHATHAM,2018.0,3
225,CHATHAM,2019.0,6
226,CHATHAM,2020.0,5
227,CHATHAM,2021.0,6
228,CHICAGO LAWN,2002.0,2
229,CHICAGO LAWN,2004.0,2
230,CHICAGO LAWN,2013.0,3
231,CHICAGO LAWN,2015.0,1
232,CHICAGO LAWN,2017.0,1
233,CHICAGO LAWN,2019.0,4
234,CHICAGO LAWN,2020.0,1
235,CHICAGO LAWN,2021.0,6
236,CLEARING,2002.0,1
237,CLEARING,2003.0,1
238,CLEARING,2004.0,1
239,CLEARING,2005.0,1
240,CLEARING,2006.0,1
241,CLEARING,2007.0,1
242,CLEARING,2008.0,1
243,CLEARING,2009.0,2
244,CLEARING,2010.0,1
245,CLEARING,2011.0,1
246,CLEARING,2012.0,1
247,CLEARING,2014.0,1
248,CLEARING,2015.0,1
249,CLEARING,2017.0,2
250,CLEARING,2019.0,2
251,CLEARING,2020.0,1
252,CLEARING,2021.0,3
253,DOUGLAS,2007.0,2
254,DOUGLAS,2009.0,2
255,DOUGLAS,2010.0,2
256,DOUGLAS,2012.0,2
257,DOUGLAS,2013.0,1
258,DOUGLAS,2014.0,2
259,DOUGLAS,2016.0,1
260,DOUGLAS,2018.0,1
261,DOUGLAS,2019.0,2
262,DOUGLAS,2020.0,3
263,DOUGLAS,2021.0,2
264,DUNNING,2002.0,20
265,DUNNING,2003.0,18
266,DUNNING,2004.0,26
267,DUNNING,2005.0,23
268,DUNNING,2006.0,18
269,DUNNING,2007.0,21
270,DUNNING,2009.0,19
271,DUNNING,2010.0,1
272,DUNNING,2011.0,19
273,DUNNING,2012.0,4
274,DUNNING,2013.0,13
275,DUNNING,2014.0,4
276,DUNNING,2015.0,11
277,DUNNING,2016.0,2
278,DUNNING,2017.0,13
279,DUNNING,2018.0,2
280,DUNNING,2019.0,13
281,DUNNING,2020.0,4
282,DUNNING,2021.0,6
283,EAST GARFIELD PARK,2001.0,1
284,EAST GARFIELD PARK,2002.0,1
285,EAST GARFIELD PARK,2003.0,1
286,EAST GARFIELD PARK,2014.0,1
287,EAST GARFIELD PARK,2015.0,3
288,EAST GARFIELD PARK,2016.0,6
289,EAST GARFIELD PARK,2017.0,3
290,EAST GARFIELD PARK,2018.0,5
291,EAST GARFIELD PARK,2019.0,6
292,EAST GARFIELD PARK,2020.0,6
293,EAST GARFIELD PARK,2021.0,3
294,EAST SIDE,2002.0,3
295,EAST SIDE,2003.0,3
296,EAST SIDE,2004.0,4
297,EAST SIDE,2005.0,2
298,EAST SIDE,2006.0,2
299,EAST SIDE,2007.0,2
300,EAST SIDE,2008.0,2
301,EAST SIDE,2011.0,2
302,EAST SIDE,2020.0,1
303,EAST SIDE,2021.0,1
304,EDGEWATER,2002.0,31
