,LONGITUDE,LATITUDE
557822,-87.665836501,41.961748076
557831,-87.746416012,41.923044362
557851,-87.632582135,41.885444388
557999,-87.620803403,41.682509908
558074,-87.631229887,41.890058266
558098,-87.666278825,42.006736696
558174,-87.914428439,42.008536401
558337,-87.632755374,41.892445282
558360,-87.696491825,41.984079929
558389,-87.619668637,41.865732312
558426,-87.804545589,41.923340816
558462,-87.635840254,41.896317588
558506,-87.6474973,41.884515458
558633,-87.696303579,41.968442054
558692,-87.639725027,41.880699246
558762,-87.647493345,41.89175404
558763,-87.638578668,41.878581561
558862,-87.693893491,41.966571693
559118,-87.641544074,41.87685514
559136,-87.683172108,41.869128539
559148,-87.638760821,41.883265853
559245,-87.732640774,41.953704296
559305,-87.629907391,41.880598955
559372,-87.73351986,41.989964243
559455,-87.64965206,41.957940147
559461,-87.778614996,41.931211422
559501,-87.610396963,41.758373367
559517,-87.646504796,41.858183857
559520,-87.640723497,41.863337832
559767,-87.631566571,41.911310361
559803,-87.662832786,41.85774187
560008,-87.651185341,41.881605188
560080,-87.693856639,41.968461303
560170,-87.714267519,41.982890839
560580,-87.639758685,41.881994338
560608,-87.631515429,41.90378983
560649,-87.688338055,41.968506258
560854,-87.631005407,41.892572757
560883,-87.617488193,41.860449933
560910,-87.765056961,41.894748349
560963,-87.627110226,41.897426602
560981,-87.651182688,41.833618869
561066,-87.741645644,41.789329323
561075,-87.654918585,41.852624946
561263,-87.674320837,41.954323838
561493,-87.630562518,41.893127755
561551,-87.716263848,41.981249671
561614,-87.649176566,41.941696341
561659,-87.597378521,41.785857336
561811,-87.625953992,41.8673211
561848,-87.78921769,41.998626061
561870,-87.634860726,41.911255209
562043,-87.644681323,41.938007937
562122,-87.645577781,41.768711697
562153,-87.585772423,41.765936859
562411,-87.627416234,41.900886707
562463,-87.727578352,41.968357068
562527,-87.694619915,41.968454449
562562,-87.623369728,41.846716957
563101,-87.677830971,41.903071092
563145,-87.708995751,41.982581818
563146,-87.665836501,41.961748076
563153,-87.708533851,42.011979879
563205,-87.638007427,41.918445336
563231,-87.620034811,41.809218778
563304,-87.666353919,42.008813689
563345,-87.585799573,41.806170388
563369,-87.637131776,41.880557025
563642,-87.648341887,41.917706084
563671,-87.631005407,41.892572757
563676,-87.662742171,41.900813877
563699,-87.678062723,41.910364022
563734,-87.58494662,41.793514076
563758,-87.58767122,41.799450397
563774,-87.687616424,41.967406598
563841,-87.622565133,41.887999887
563852,-87.63311319,41.852726786
563853,-87.697094473,41.984430647
563980,-87.636523872,41.878560154
564026,-87.714360878,41.854570359
564046,-87.806280071,41.928883327
564296,-87.632120577,41.878542932
564505,-87.651182688,41.833618869
564568,-87.653528118,41.918474961
564678,-87.65710042,41.994481857
564804,-87.619668637,41.865732312
564818,-87.644405598,41.935870129
564915,-87.678130428,41.910364204
564941,-87.550527997,41.744561762
565035,-87.675985937,41.949937182
565082,-87.668179844,41.980461754
565113,-87.674148674,41.855750841
565290,-87.639670688,41.92400932
565332,-87.62597953,41.867751467
565360,-87.642849948,41.893991884
565398,-87.669821832,41.910711337
565414,-87.623980519,41.900118457
565472,-87.674497148,42.010878325
565536,-87.637164794,41.885243233
565586,-87.625867137,41.891590741
565609,-87.644405598,41.935870129
565676,-87.647466848,41.880426198
565736,-87.723443741,41.79799187
565751,-87.775692961,41.952959773
565762,-87.642849948,41.893991884
565763,-87.662832786,41.85774187
565777,-87.588936218,41.80073555
565800,-87.712366868,41.993313389
565860,-87.625850989,41.883111687
565869,-87.71017083,41.866463844
565893,-87.684667428,41.914900977
565999,-87.66419709,41.869409054
566139,-87.641119667,41.884187507
566235,-87.624272468,41.900801649
566322,-87.66161251,41.89605275
566350,-87.772118945,41.93839141
566520,-87.637463095,41.900334724
566544,-87.655302451,41.94711896
566573,-87.7193732,41.953996695
566610,-87.652086227,41.881589312
566688,-87.653152622,41.910729292
566711,-87.627948771,41.883108627
566842,-87.604769836,41.788311258
566855,-87.622872332,41.893613919
567011,-87.638245404,41.882007859
567016,-87.678062723,41.910364022
567019,-87.672955461,42.019526608
567104,-87.639758685,41.881994338
567117,-87.708396949,41.961225359
567162,-87.62645664,41.880675401
567217,-87.787755655,41.930851315
567218,-87.64868497,41.918943199
567238,-87.678130428,41.910364204
567330,,
567340,-87.793740718,41.938301332
567573,-87.632646837,41.88752864
567612,-87.838385258,41.966453173
567615,-87.687738508,41.923199893
567643,-87.623980519,41.900118457
567654,-87.666369399,42.009176976
567711,-87.637216392,41.884525461
567777,-87.793740718,41.938301332
567853,-87.683215839,41.847573841
568093,-87.707119009,41.927653196
568249,-87.624334048,41.892593226
568278,-87.687832201,41.889435746
568324,-87.631622662,41.876813973
568352,-87.615866646,41.89479837
568460,-87.654918585,41.852624946
568473,-87.624390395,41.889397883
568530,-87.627948771,41.883108627
568574,-87.624334048,41.892593226
568601,-87.660533674,41.999645869
568605,-87.693893491,41.966571693
568648,-87.683215839,41.847573841
568729,-87.624379528,41.874371615
568769,-87.631003389,41.880854776
568866,-87.82372778,41.945212579
568923,-87.644320975,41.942258246
568924,,
568931,-87.629997486,41.884590839
568957,-87.628058282,41.884520556
568968,-87.678062723,41.910364022
568981,-87.748872621,41.915176904
568999,-87.622574674,41.893475358
569047,-87.635537217,41.884872252
569312,-87.664135743,41.854569197
569361,-87.687832201,41.889435746
569379,-87.766696606,41.940000631
569470,-87.619668637,41.865732312
569877,-87.625050135,41.883334279
569880,-87.696460849,41.96844094
569887,-87.767596237,41.967671015
569924,-87.806246035,41.927927019
569953,-87.6229018,41.894852961
570077,-87.655752955,41.973190362
570272,-87.644452952,41.887907264
570465,-87.630562518,41.893127755
570532,-87.632189133,41.880931558
570544,-87.6552678,41.981216496
570574,-87.6454934,41.768712906
570622,-87.687738508,41.923199893
570695,-87.590843539,41.787969891
570700,-87.647388943,41.877978227
570735,-87.741645644,41.789329323
570754,-87.678130428,41.910364204
570825,-87.67558137,41.949356857
570849,-87.660378559,42.00565706
570864,-87.677651769,41.961580737
570902,-87.678130428,41.910364204
570917,-87.620894529,41.879536168
571129,-87.647493345,41.89175404
571135,-87.623945706,41.898079921
571227,-87.636661838,41.883748217
571240,-87.639764523,41.879616268
571249,-87.627035641,41.887938744
571358,-87.664827759,41.869179457
571449,-87.610396963,41.758373367
571471,-87.677301195,41.899503896
571541,-87.670498252,41.691809965
571616,-87.732640774,41.953704296
571638,-87.729870514,41.968331309
571665,-87.748872621,41.915176904
571721,-87.675783092,41.965251154
571749,-87.653528118,41.918474961
571786,-87.636627106,41.914686327
571826,-87.693856639,41.968461303
571836,-87.687616424,41.967406598
571957,-87.642849948,41.893991884
571970,-87.613714435,41.809317684
571980,-87.610943285,41.773160857
572081,-87.624812444,41.893216223
572151,-87.692834057,41.981866037
572174,-87.663211212,41.985436452
572195,-87.628242738,41.892501167
572258,-87.686838322,41.900403138
572667,-87.670890134,41.932482474
572699,-87.641317823,41.926705666
572751,-87.729058851,41.917024471
572868,-87.628009163,41.898431372
572916,-87.713822193,41.869855437
572987,-87.78921769,41.998626061
573000,-87.610396963,41.758373367
573003,-87.637058522,41.878010924
573026,-87.634538115,41.919078039
573062,-87.781475014,41.952208702
573225,-87.644320975,41.942258246
573234,-87.674320837,41.954323838
573243,-87.819620646,41.937987648
573369,-87.624384671,41.886567371
573395,-87.629922583,41.896720932
573396,-87.785823503,41.930110626
573452,-87.72332836,41.938623091
573466,-87.645743268,41.864688221
573617,-87.620034811,41.809218778
573686,-87.620520448,41.894905816
573785,-87.673315916,41.866905838
573825,-87.67227603,42.002473724
573939,-87.654377246,41.943986057
573984,-87.766361118,41.93881308
574006,-87.628530571,41.903986638
574028,-87.673809339,42.007695707
574246,-87.632504189,41.881674757
574338,-87.688536004,41.968308772
574436,-87.69202089,41.973725499
574442,-87.590445123,41.784093623
574469,-87.701797677,41.904740318
574503,-87.632062286,41.878025655
574514,-87.649294571,41.908619727
574628,-87.625383771,41.882205471
574666,-87.664565129,41.921581373
574671,-87.655838762,41.869540615
574702,-87.689371316,41.895825283
574884,-87.708230325,41.956193397
575115,-87.620828957,41.886005833
575198,-87.592350887,41.799394898
575229,-87.650807818,41.881826302
575232,-87.710038349,41.975840774
575401,-87.81695003,42.003564331
575440,-87.649176566,41.941696341
575444,-87.764187271,41.996630431
575653,-87.666247479,41.856078805
575693,-87.625921976,41.877450405
575814,-87.632547742,41.895815087
575921,-87.597378521,41.785857336
576013,-87.678062723,41.910364022
576032,-87.630562518,41.893127755
576118,-87.642849948,41.893991884
576165,-87.64699277,41.864750025
576170,-87.766390515,41.939654264
576181,-87.639499956,41.878155377
576637,-87.604905198,41.744630715
576654,-87.672033297,42.019269958
576740,-87.624272468,41.900801649
576747,-87.62728574,41.8679045
576784,-87.667893412,41.903231564
576838,-87.624662555,41.885848995
576848,-87.692400919,41.924965224
577017,-87.609518049,41.892249163
577124,-87.63030327,41.883320033
577179,-87.64508611,41.73977126
577222,-87.719300915,41.924684921
577300,-87.63311319,41.852726786
577401,-87.636403135,41.929904874
577457,-87.65710042,41.994481857
577543,-87.618979239,41.794316562
577597,-87.620520448,41.894905816
577636,-87.659284078,41.990146617
577661,-87.634176883,41.853304512
577710,-87.632646837,41.88752864
577769,-87.683172108,41.869128539
577838,-87.638578668,41.878581561
578021,-87.637163618,41.881722457
578054,-87.684218685,41.910475765
578069,-87.664065591,41.943461566
578094,-87.812280307,41.952540149
578131,-87.657310954,41.98378038
578171,-87.632162307,41.880016454
578359,-87.747675133,41.953491522
578373,-87.657382024,41.983559426
578408,-87.629775097,41.883322199
578507,-87.637164794,41.885243233
578636,-87.62404737,41.888079426
578668,-87.618502427,41.892518301
578957,-87.636523872,41.878560154
579082,-87.651182688,41.833618869
579293,-87.654133137,41.936372506
579430,-87.654966292,41.939787596
579441,-87.706706793,41.793358903
579496,-87.622872332,41.893613919
579499,-87.680589203,41.917585992
579631,-87.634538115,41.919078039
579649,-87.627948771,41.883108627
579675,-87.629922583,41.896720932
579699,-87.631005407,41.892572757
579736,-87.649176566,41.941696341
579822,-87.624269874,41.89071448
579823,-87.654133137,41.936372506
579834,-87.667679644,42.015948689
579915,-87.651182688,41.833618869
580030,-87.626976034,41.883109079
580212,-87.73351986,41.989964243
580220,-87.623272561,41.884588372
580329,-87.689936629,42.012389417
580356,-87.627110226,41.897426602
580413,-87.641268696,41.927168968
580558,-87.628242738,41.892501167
580583,-87.679283872,41.976988998
580744,-87.804534636,41.923853045
580752,-87.625894304,41.805456353
580780,-87.628503064,41.902171928
580842,-87.682735396,41.943054831
580863,-87.662477153,41.925120742
581007,-87.641268696,41.927168968
581140,-87.653208325,41.917732851
581268,-87.741645644,41.789329323
581315,-87.682291504,41.968819724
581331,-87.750248227,41.953485015
581343,-87.699046755,41.975219998
581419,-87.709805175,41.930392308
581422,-87.686228363,41.965328383
581451,-87.635840254,41.896317588
581462,-87.701204916,41.965968696
581487,-87.649529148,41.950822685
581534,-87.629610541,41.895773515
581578,-87.672009689,41.944712685
581751,-87.675337425,41.908871127
581897,-87.649415211,41.940032781
582019,-87.759257199,41.938556717
582054,-87.600938958,41.785820543
582082,-87.599500566,41.79152143
582124,-87.662474064,41.903725477
582126,-87.625867137,41.891590741
582128,-87.651446806,41.940692758
582190,-87.625850989,41.883111687
582602,-87.729486746,41.917238515
582648,-87.603744686,41.785790958
582749,-87.806767944,41.942680787
583022,-87.666278825,42.006736696
583185,-87.622447201,41.885367821
583186,-87.711547088,41.931448844
583316,-87.627948771,41.883108627
583320,-87.630562518,41.893127755
583380,-87.628369943,41.897542251
583391,-87.622247991,41.884632076
583416,-87.635128923,41.853589365
583430,-87.652086227,41.881589312
583468,-87.731564037,41.931842244
583691,-87.629907391,41.880598955
583749,-87.624602045,41.884530964
583807,-87.59709715,41.736647164
584055,-87.587814524,41.799667123
584058,-87.668176411,41.978607404
584059,-87.682655351,41.94327515
584068,-87.666369399,42.009176976
584091,-87.692199863,41.97576346
584143,-87.694874677,41.968452474
584195,-87.775692961,41.952959773
584231,-87.624307178,41.891688517
584240,-87.668267231,41.932891263
584327,-87.654625555,41.964130219
584336,-87.6335146,41.88331838
584360,-87.728079345,41.917255335
584383,-87.697085543,41.910326668
584562,-87.668495747,41.978066283
584592,-87.655642817,41.890989624
584740,-87.585799573,41.806170388
584769,-87.708583207,41.967283023
584779,-87.73351986,41.989964243
585184,-87.619297069,41.86403564
585193,-87.628392327,41.89835537
585212,-87.707085604,41.887402155
585253,-87.639758685,41.881994338
585303,-87.836830726,41.966140043
585321,-87.678062723,41.910364022
585471,-87.626892275,41.878336072
585488,-87.649097513,41.930906698
585514,-87.651446806,41.940692758
585548,-87.625164692,41.898261619
585632,-87.741645644,41.789329323
586044,-87.647385994,41.877721138
586151,-87.671180893,41.943047201
586157,-87.653502812,41.943662302
586269,-87.668470388,41.978616154
586284,-87.633377661,41.852942745
586360,-87.665889194,41.853465526
586611,-87.61543782,41.778490647
586691,-87.708995751,41.982581818
586730,-87.776489568,41.93855424
586739,-87.620422057,41.893365397
587074,-87.631263221,41.883100962
587129,-87.678062723,41.910364022
587170,-87.688798318,41.997374685
587181,-87.644399047,41.922477913
587202,-87.659682957,41.933101499
587218,-87.642058833,41.867728804
587382,-87.708396949,41.961225359
587597,-87.616446776,41.809567038
587602,-87.644754571,41.93800688
587771,-87.66419709,41.869409054
587896,-87.635436571,41.881822494
587916,-87.636523872,41.878560154
587977,-87.630562518,41.893127755
587979,-87.64868497,41.918943199
587983,-87.675657558,41.83146662
587996,-87.760385862,41.796133547
588004,-87.66419709,41.869409054
588137,-87.709903439,41.930452251
588221,-87.624812444,41.893216223
588225,-87.699692085,41.994787517
588307,-87.646020645,41.934414303
588362,-87.596349218,41.780461005
588397,-87.72332836,41.938623091
588443,-87.625953992,41.8673211
588497,-87.634538115,41.919078039
588653,-87.717072152,41.935106914
588673,-87.685770718,41.964622923
588748,-87.649176182,41.933199596
588928,-87.67607883,41.961603816
589062,-87.668912756,41.943432313
589083,-87.648669094,41.918492138
589101,-87.668176411,41.978607404
589118,-87.708405379,41.961513883
589182,-87.683215839,41.847573841
589218,-87.695309306,41.84299599
589221,-87.632868362,41.897254399
589321,-87.631916306,41.87680832
589449,-87.615054684,41.758299044
589459,-87.653528118,41.918474961
589511,-87.634150393,41.886707304
589575,-87.64952321,41.943659495
589621,-87.640615745,41.892233722
589810,-87.624483273,41.878937382
589856,-87.668176411,41.978607404
589906,-87.708230325,41.956193397
589965,-87.630562518,41.893127755
590197,-87.624517791,41.882288177
590243,-87.698705922,41.997465599
590264,-87.635623854,41.880527592
590277,-87.629450321,41.810644406
590280,-87.697356799,41.927896171
590321,-87.792751048,41.926924806
590456,-87.709548057,41.869907225
590475,-87.634592464,41.88053925
590480,-87.634769095,41.88331786
590674,-87.585799573,41.806170388
590796,-87.622184053,41.857838242
590843,-87.66851089,41.983038584
590852,-87.688924554,41.964490485
590855,-87.634955203,41.888074281
590896,-87.76603991,41.938469953
590992,-87.62805356,41.886704229
591049,-87.629294015,41.872767
591105,-87.661887296,42.009028677
591174,-87.647581504,41.935914381
591213,-87.636524344,41.877791648
591257,-87.625743917,41.869861078
591325,-87.632189133,41.880931558
591513,-87.680211793,41.917593664
591552,-87.624812444,41.893216223
591835,-87.612923081,41.816815018
591870,-87.629065289,41.874662881
591879,-87.631514665,41.92616072
592030,-87.692834057,41.981866037
592149,-87.629383226,41.87556911
592163,-87.678130428,41.910364204
592290,-87.624102456,41.889354252
592329,-87.627110226,41.897426602
592467,-87.649176566,41.941696341
592488,-87.650710654,41.779773674
592596,-87.668176411,41.978607404
592788,-87.674320837,41.954323838
592791,-87.760385862,41.796133547
592845,-87.631005407,41.892572757
592877,-87.678877197,41.968869984
592899,-87.836830726,41.966140043
592990,-87.654918585,41.852624946
593047,-87.674320837,41.954323838
593114,-87.73351986,41.989964243
593154,-87.677515948,41.910278011
593160,-87.632531427,41.882694669
593491,-87.677383247,41.903298793
593547,-87.710780922,41.968691672
593586,-87.692199863,41.97576346
593759,-87.816227484,41.945016727
593838,-87.632162307,41.880016454
593910,-87.627647245,41.881995198
594007,-87.674148674,41.855750841
594087,-87.678062723,41.910364022
594184,-87.676195083,41.909420031
594204,-87.648227548,41.937140196
594246,-87.671180893,41.943047201
594267,-87.668495747,41.978066283
594269,-87.654918585,41.852624946
594297,-87.658378837,41.928816916
594436,-87.634538115,41.919078039
594442,-87.699152241,41.851742974
594466,-87.649176566,41.941696341
594642,-87.631229887,41.890058266
594652,-87.688440434,41.947947324
594709,-87.615421921,41.865135235
594791,-87.667068678,41.714
594804,-87.663769116,41.943374661
594822,-87.639764523,41.879616268
594909,-87.644198417,41.938435181
594959,-87.634912412,41.912918485
594974,-87.685340696,41.846499657
594976,-87.659284078,41.990146617
594979,-87.641275825,41.881966449
594987,-87.72332836,41.938623091
595008,-87.678130428,41.910364204
595051,-87.653309866,41.918215689
595118,-87.632646837,41.88752864
595141,-87.628192275,41.899030982
595149,-87.725961505,41.885855091
595190,-87.681389447,41.957673949
595203,-87.625850989,41.883111687
595375,-87.636661838,41.883748217
595390,-87.675783092,41.965251154
595438,-87.62645664,41.880675401
595648,-87.607281209,41.758657919
595893,-87.686814388,41.900402169
595963,-87.677383247,41.903298793
596199,-87.675028822,41.961619281
596310,-87.606770673,41.812177334
596361,-87.694535197,41.968455172
596365,-87.641529678,41.927066755
596386,-87.631968869,41.845372166
596451,-87.609518049,41.892249163
596458,-87.807556639,41.974640557
596470,-87.683215839,41.847573841
596492,-87.611569884,41.892094137
596501,-87.62645664,41.880675401
596516,-87.634538115,41.919078039
596580,-87.618207901,41.896711367
596695,-87.659646729,41.983739152
596752,-87.676195083,41.909420031
596852,-87.668844561,41.699203051
596967,-87.62547448,41.884608471
596991,-87.677701677,41.910582764
597041,-87.653415624,41.9179944
597152,-87.631005407,41.892572757
597237,-87.667444076,41.90703875
597292,-87.652417194,41.921647052
597370,-87.64511919,41.943554985
597512,-87.629610541,41.895773515
597561,-87.653528118,41.918474961
597628,-87.624483273,41.878937382
597676,-87.637131776,41.880557025
597706,-87.684634487,41.910249567
597819,-87.669225954,41.986086205
597844,-87.709805175,41.930392308
597870,-87.644127995,41.936414698
597906,-87.687738508,41.923199893
598111,-87.685770718,41.964622923
598240,-87.6335146,41.88331838
598260,-87.747161464,41.944316998
598297,-87.647385994,41.877721138
598417,-87.638578668,41.878581561
598422,-87.844075627,41.98109378
598434,-87.630562518,41.893127755
598708,-87.649832934,41.884476187
598838,-87.645909365,41.890245552
598897,-87.760385862,41.796133547
599029,-87.628503064,41.902171928
599049,-87.669437829,41.706471859
599103,-87.664173175,41.947496137
599161,-87.629450321,41.810644406
599179,-87.670532173,41.706454243
599249,-87.602854747,41.791484986
599348,-87.697094473,41.984430647
599377,-87.685340696,41.846499657
599614,-87.617488193,41.860449933
599618,-87.708049231,41.959571527
599669,-87.741645644,41.789329323
599670,-87.678062723,41.910364022
599671,-87.708405379,41.961513883
599717,-87.65106665,41.883715076
599766,-87.649176566,41.941696341
599773,-87.631514665,41.92616072
599832,-87.655843244,41.973408536
600001,-87.619716192,41.816478234
600058,,
600186,-87.624307178,41.891688517
600250,-87.660061201,41.977994211
600262,-87.676195083,41.909420031
600508,-87.766361118,41.93881308
600569,-87.644548367,41.940096904
600622,-87.624272468,41.900801649
600626,-87.588936218,41.80073555
600845,-87.638245404,41.882007859
600853,-87.629065289,41.874662881
600976,-87.667773997,41.972592907
601017,-87.632755374,41.892445282
601023,-87.65203576,41.887121914
601098,-87.659363056,41.97336108
601178,-87.634538115,41.919078039
601183,-87.679075957,41.954854382
601191,,
601223,-87.755099396,41.961553844
601278,-87.687485554,41.859231663
601281,-87.654926518,41.896384295
601284,-87.634955203,41.888074281
601323,-87.651185341,41.881605188
601743,-87.642423913,41.928585159
601768,-87.632062286,41.878025655
601776,-87.621494195,41.865931037
601830,-87.695481429,41.921614362
601869,-87.699046755,41.975219998
601876,-87.683376777,41.914351203
601912,-87.690500511,42.008539539
601935,-87.627035641,41.887938744
602055,-87.619297069,41.86403564
602076,-87.649294571,41.908619727
602098,-87.688536004,41.968308772
602173,-87.638760821,41.883265853
602197,-87.692834057,41.981866037
602396,-87.661140125,42.005826945
602475,-87.630755777,41.872164396
602477,-87.685607439,41.845303556
602625,-87.620443041,41.875708822
602644,-87.652873754,41.958459512
602660,-87.663769116,41.943374661
602677,-87.707119009,41.927653196
602693,-87.629781008,41.878050681
602807,-87.660640927,41.965460917
602811,-87.627332923,41.900035302
602822,-87.653932445,41.94735998
602831,-87.806906809,41.975872978
602839,-87.623980519,41.900118457
602945,-87.585799573,41.806170388
602976,-87.642804245,41.891372967
603014,-87.678478773,41.939681194
603054,-87.628503064,41.902171928
603125,-87.66419709,41.869409054
603185,-87.639758685,41.881994338
603205,-87.601985186,41.787850042
603260,-87.636524344,41.877791648
603265,-87.645770127,41.836116984
603284,-87.659414087,41.968723711
603294,-87.664565129,41.921581373
603379,-87.650674653,41.838096528
603498,-87.690698256,41.691799665
603536,-87.676195083,41.909420031
603646,-87.729058851,41.917024471
603811,-87.629781008,41.878050681
603831,-87.622866011,41.892666897
603867,-87.655248062,41.973198053
603880,-87.661010711,42.00488092
603972,-87.68603837,41.87191374
604044,-87.622247991,41.884632076
604045,-87.644326815,41.932702284
604113,-87.624272468,41.900801649
604303,-87.626344413,41.887436519
604546,-87.663508278,41.747422254
604633,-87.631010446,41.884586267
604715,-87.625164692,41.898261619
604745,-87.805905466,41.981000342
604829,-87.630391645,41.882093367
604907,-87.844075627,41.98109378
604964,-87.625912729,41.896600154
605015,-87.653415624,41.9179944
605098,-87.645743268,41.864688221
605130,-87.699475663,41.997085726
605150,-87.674148674,41.855750841
605224,-87.629294015,41.872767
605312,-87.654263488,41.940228137
605377,-87.653159551,41.910948763
605405,-87.647246082,41.932863882
605454,-87.685255932,41.922068951
605461,-87.644527876,41.779863168
605519,-87.642665593,41.929001368
605723,-87.678062723,41.910364022
605777,-87.630562518,41.893127755
605787,-87.675668943,41.903327164
605815,-87.731156097,41.880769739
605869,-87.632582135,41.885444388
605891,-87.619668637,41.865732312
606056,-87.666163368,41.923033692
606188,-87.678130428,41.910364204
606343,-87.680941115,41.943296211
606394,-87.628009163,41.898431372
606401,,
606410,,
606453,-87.637216392,41.884525461
606497,-87.647246082,41.932863882
606534,-87.624419185,41.876248128
606552,-87.625850989,41.883111687
606558,-87.624602045,41.884530964
606575,-87.632531427,41.882694669
606584,-87.68697066,41.894997299
606667,-87.628530571,41.903986638
606696,-87.654918585,41.852624946
606716,-87.677515948,41.910278011
606724,-87.674497148,42.010878325
606826,-87.653502812,41.943662302
606902,-87.648090264,41.898965335
606921,-87.844075627,41.98109378
606928,-87.652542752,41.95440629
607080,-87.729022804,41.992556117
607140,-87.644078835,41.934911492
607354,-87.647858308,41.925575954
607369,-87.636661838,41.883748217
607388,-87.745327672,41.967944262
607399,-87.631005407,41.892572757
607555,-87.676195083,41.909420031
607648,-87.66161251,41.89605275
607683,-87.708312247,41.968022259
607752,-87.671093331,41.691835586
607754,-87.806280071,41.928883327
607759,-87.766696606,41.940000631
608087,-87.630391645,41.882093367
608261,-87.802621962,41.909040116
608280,-87.653502812,41.943662302
608330,-87.62443921,41.877066783
608352,-87.594086588,41.785959973
608357,-87.67227603,42.002473724
608380,-87.645991122,41.92361621
608381,-87.652086227,41.881589312
608628,-87.660796569,41.869242742
608630,-87.654966292,41.939787596
608733,-87.666849361,41.877924584
608742,-87.58694077,41.79508177
608766,-87.653159551,41.910948763
608874,-87.702043289,41.953846017
608935,-87.674874698,41.948339267
608938,-87.64868497,41.918943199
608942,-87.691408906,41.96848269
608947,-87.806246035,41.927927019
609145,-87.683215839,41.847573841
609180,-87.692834057,41.981866037
609197,-87.641174311,41.927008096
609281,-87.649469468,41.951390151
609287,-87.660640927,41.965460917
609320,-87.603744686,41.785790958
609337,-87.76603991,41.938469953
609377,-87.634538115,41.919078039
609464,-87.654675118,41.79208735
609507,-87.698068314,41.942679962
609536,-87.660260763,41.994444076
609556,-87.626976034,41.883109079
609609,-87.630889329,41.876627148
609681,-87.616446776,41.809567038
609732,-87.683211043,41.84741816
609806,-87.708049231,41.959571527
609814,-87.605084912,41.791260618
609828,-87.661926153,42.009148492
609959,-87.622872332,41.893613919
609978,-87.647434109,41.928986721
610031,-87.683077146,41.939404859
610075,-87.672920781,41.921365862
610120,-87.741776114,41.967983305
610176,-87.630889329,41.876627148
610309,-87.669965312,41.903195593
610321,-87.716263848,41.981249671
610404,-87.631917656,41.910485869
610482,-87.629294015,41.872767
610502,-87.636523872,41.878560154
610518,-87.687616424,41.967406598
610620,-87.632155289,41.852816682
610655,-87.639758685,41.881994338
610728,-87.655752955,41.973190362
610753,-87.609518049,41.892249163
610837,-87.588363686,41.800409524
610880,-87.72344452,41.931946009
610974,-87.650773391,41.939856704
611014,-87.67609568,41.854118907
611044,-87.688125231,41.910199897
611052,-87.635840254,41.896317588
611111,-87.631566571,41.911310361
611143,-87.632547742,41.895815087
611155,-87.624016289,41.891897076
611325,-87.653962589,41.943820984
611355,-87.804536423,41.923010423
611586,-87.712875265,41.995478879
611715,-87.624272468,41.900801649
611747,-87.625867137,41.891590741
611762,-87.636523872,41.878560154
611839,-87.629997486,41.884590839
611853,-87.630562518,41.893127755
611957,-87.836837365,41.96421158
612039,-87.616446776,41.809567038
612083,-87.613882123,41.851019777
612196,-87.687288567,41.907322099
612346,-87.652542752,41.95440629
612428,-87.645495992,41.84755805
612571,-87.70721753,41.929344295
612589,-87.645991122,41.92361621
612616,-87.68449766,41.89497853
612697,-87.609518049,41.892249163
612780,-87.625850989,41.883111687
612836,-87.653962589,41.943820984
612882,-87.690796243,41.961408694
612899,-87.611569884,41.892094137
612969,-87.727819451,41.955622279
613072,-87.708405379,41.961513883
613140,-87.601430474,41.790484878
613252,-87.647173229,41.872004019
613282,-87.629610541,41.895773515
613308,-87.629065289,41.874662881
613466,-87.691099599,41.990381096
613468,-87.622166271,41.886027278
613501,-87.722270797,41.968194856
613518,-87.677634151,41.896010179
613558,-87.637120956,41.889682961
613562,-87.630906772,41.888961957
613608,-87.674320837,41.954323838
613690,-87.631010446,41.884586267
613692,-87.663272293,41.896025027
613798,-87.701335374,41.986933451
613898,-87.617589151,41.893341296
614068,-87.619716192,41.816478234
614117,-87.712805089,41.944881074
614140,-87.641174311,41.927008096
614170,-87.683712384,41.868901114
614189,-87.679429001,41.943096883
614259,-87.654255859,41.940001076
614352,-87.627035641,41.887938744
614414,-87.613882123,41.851019777
614496,-87.694619915,41.968454449
614604,-87.622184053,41.857838242
614628,-87.699046755,41.975219998
614671,-87.675813378,41.866870839
614728,-87.694026585,41.968459529
614821,-87.647858308,41.925575954
614839,-87.647858308,41.925575954
614849,-87.66910712,41.997985219
614861,-87.716263848,41.981249671
615085,-87.629610541,41.895773515
615090,-87.688822133,41.998120888
615117,-87.716263848,41.981249671
615126,-87.816965962,42.002058922
615166,-87.672920781,41.921365862
615205,-87.653309866,41.918215689
615421,-87.69352967,41.903064338
615466,-87.642058833,41.867728804
615474,-87.633697175,41.882448969
615481,-87.624269874,41.89071448
615493,-87.667612811,41.874296161
615515,-87.642076344,41.92854129
615528,-87.628009163,41.898431372
615602,-87.641275825,41.881966449
615611,-87.812280307,41.952540149
615659,-87.914428439,42.008536401
615670,-87.666278825,42.006736696
615758,-87.636524344,41.877791648
615798,-87.677651769,41.961580737
615864,-87.696644925,41.899330918
615873,-87.72152048,41.96842212
615982,-87.697356799,41.927896171
615988,-87.644223955,41.939194111
616121,-87.682735396,41.943054831
616152,-87.636524344,41.877791648
616405,-87.653159551,41.910948763
616510,-87.710782676,41.968540487
616575,-87.692049894,41.974568345
616665,-87.687616424,41.967406598
616738,-87.679283872,41.976988998
