,CCA_name,Year,crimes,coffeeshops
1267,South Deering,2009.0,96.0,1.6666666666666667
1268,South Deering,2010.0,98.0,1.5
1269,South Deering,2011.0,100.0,1.3333333333333335
1270,South Deering,2012.0,93.0,1.1666666666666667
1271,South Deering,2013.0,85.0,1.0
1272,South Deering,2014.0,88.0,2.0
1273,South Deering,2015.0,61.0,1.0
1274,South Deering,2016.0,68.0,2.0
1275,South Deering,2017.0,57.0,3.0
1276,South Deering,2018.0,59.0,1.0
1277,South Deering,2019.0,48.0,2.0
1278,South Deering,2020.0,68.0,1.0
1279,South Deering,2021.0,38.0,2.0
1280,South Lawndale,2002.0,357.0,1.0
1281,South Lawndale,2003.0,384.0,2.0
1282,South Lawndale,2004.0,289.0,1.0
1283,South Lawndale,2005.0,285.0,3.0
1284,South Lawndale,2006.0,271.0,2.0
1285,South Lawndale,2007.0,253.0,1.0
1286,South Lawndale,2008.0,278.0,2.0
1287,South Lawndale,2009.0,260.0,1.0
1288,South Lawndale,2010.0,280.0,4.0
1289,South Lawndale,2011.0,260.0,1.0
1290,South Lawndale,2012.0,275.0,1.0
1291,South Lawndale,2013.0,253.0,1.0
1292,South Lawndale,2014.0,198.0,1.0
1293,South Lawndale,2015.0,218.0,3.0
1294,South Lawndale,2016.0,260.0,6.0
1295,South Lawndale,2017.0,217.0,4.0
1296,South Lawndale,2018.0,203.0,7.0
1297,South Lawndale,2019.0,158.0,7.0
1298,South Lawndale,2020.0,145.0,3.0
1299,South Lawndale,2021.0,126.0,8.0
1300,South Shore,2002.0,505.0,1.0
1301,South Shore,2003.0,645.0,2.0
1302,South Shore,2004.0,646.0,4.0
1303,South Shore,2005.0,642.0,2.0
1304,South Shore,2006.0,659.0,3.0
1305,South Shore,2007.0,804.0,3.0
1306,South Shore,2008.0,753.0,3.5
1307,South Shore,2009.0,635.0,4.0
1308,South Shore,2010.0,517.0,4.0
1309,South Shore,2011.0,600.0,4.0
1310,South Shore,2012.0,624.0,4.0
1311,South Shore,2013.0,480.0,4.0
1312,South Shore,2014.0,395.0,1.0
1313,South Shore,2015.0,360.0,2.0
1314,South Shore,2016.0,484.0,2.0
1315,South Shore,2017.0,499.0,3.0
1316,South Shore,2018.0,322.0,6.0
1317,South Shore,2019.0,315.0,5.0
1318,South Shore,2020.0,304.0,7.0
1319,South Shore,2021.0,247.0,8.0
1320,Uptown,2002.0,202.0,24.0
1321,Uptown,2003.0,230.0,20.0
1322,Uptown,2004.0,215.0,22.0
1323,Uptown,2005.0,227.0,19.0
1324,Uptown,2006.0,194.0,16.0
1325,Uptown,2007.0,200.0,22.0
1326,Uptown,2008.0,186.0,8.0
1327,Uptown,2009.0,177.0,22.0
1328,Uptown,2010.0,169.0,4.0
1329,Uptown,2011.0,150.0,16.0
1330,Uptown,2012.0,145.0,4.0
1331,Uptown,2013.0,124.0,13.0
1332,Uptown,2014.0,110.0,8.0
1333,Uptown,2015.0,128.0,12.0
1334,Uptown,2016.0,152.0,7.0
1335,Uptown,2017.0,108.0,17.0
1336,Uptown,2018.0,109.0,14.0
1337,Uptown,2019.0,75.0,18.0
1338,Uptown,2020.0,106.0,11.0
1339,Uptown,2021.0,74.0,15.0
1340,Washington Heights,2002.0,174.0,10.666666666666668
1341,Washington Heights,2003.0,206.0,6.333333333333334
1342,Washington Heights,2004.0,205.0,2.0
1343,Washington Heights,2005.0,220.0,2.0
1344,Washington Heights,2006.0,220.0,1.0
1345,Washington Heights,2007.0,219.0,1.0
1346,Washington Heights,2008.0,238.0,1.0
1347,Washington Heights,2009.0,244.0,1.0
1348,Washington Heights,2010.0,168.0,1.0
1349,Washington Heights,2011.0,175.0,1.0
1350,Washington Heights,2012.0,228.0,1.0
1351,Washington Heights,2013.0,236.0,1.0
1352,Washington Heights,2014.0,134.0,1.0
1353,Washington Heights,2015.0,115.0,1.0
1354,Washington Heights,2016.0,166.0,1.0
1355,Washington Heights,2017.0,155.0,1.0
1356,Washington Heights,2018.0,98.0,1.0
1357,Washington Heights,2019.0,91.0,1.0
1358,Washington Heights,2020.0,100.0,3.0
1359,Washington Heights,2021.0,61.0,2.0
1360,Washington Park,2002.0,236.0,1.9166666666666667
1361,Washington Park,2003.0,246.0,1.8333333333333333
1362,Washington Park,2004.0,244.0,1.75
1363,Washington Park,2005.0,281.0,1.6666666666666667
1364,Washington Park,2006.0,234.0,1.5833333333333335
1365,Washington Park,2007.0,237.0,1.5
1366,Washington Park,2008.0,206.0,1.4166666666666667
1367,Washington Park,2009.0,223.0,1.3333333333333335
1368,Washington Park,2010.0,170.0,1.25
1369,Washington Park,2011.0,186.0,1.1666666666666667
1370,Washington Park,2012.0,167.0,1.0833333333333335
1371,Washington Park,2013.0,211.0,1.0
1372,Washington Park,2014.0,167.0,2.333333333333333
1373,Washington Park,2015.0,128.0,3.6666666666666665
1374,Washington Park,2016.0,184.0,5.0
1375,Washington Park,2017.0,177.0,4.5
1376,Washington Park,2018.0,112.0,4.0
1377,Washington Park,2019.0,77.0,3.5
1378,Washington Park,2020.0,68.0,3.0
1379,Washington Park,2021.0,49.0,2.0
1380,West Elsdon,2002.0,46.0,1.0
1381,West Elsdon,2003.0,56.0,3.0
1382,West Elsdon,2004.0,55.0,3.0
1383,West Elsdon,2005.0,45.0,2.0
1384,West Elsdon,2006.0,39.0,3.0
1385,West Elsdon,2007.0,30.0,2.0
1386,West Elsdon,2008.0,66.0,2.0
1387,West Elsdon,2009.0,55.0,2.0
1388,West Elsdon,2010.0,67.0,2.0
1389,West Elsdon,2011.0,67.0,2.0
1390,West Elsdon,2012.0,63.0,3.0
1391,West Elsdon,2013.0,43.0,1.0
1392,West Elsdon,2014.0,40.0,2.0
1393,West Elsdon,2015.0,52.0,1.5
1394,West Elsdon,2016.0,66.0,1.0
1395,West Elsdon,2017.0,64.0,1.0
1396,West Elsdon,2018.0,29.0,1.0
1397,West Elsdon,2019.0,28.0,2.0
1398,West Elsdon,2020.0,35.0,1.0
1399,West Elsdon,2021.0,32.0,4.0
1400,West Englewood,2002.0,405.0,3.8333333333333335
1401,West Englewood,2003.0,610.0,3.6666666666666665
1402,West Englewood,2004.0,450.0,3.5
1403,West Englewood,2005.0,496.0,3.3333333333333335
1404,West Englewood,2006.0,502.0,3.166666666666667
1405,West Englewood,2007.0,521.0,3.0
1406,West Englewood,2008.0,563.0,2.8333333333333335
1407,West Englewood,2009.0,571.0,2.666666666666667
1408,West Englewood,2010.0,499.0,2.5
1409,West Englewood,2011.0,455.0,2.3333333333333335
1410,West Englewood,2012.0,470.0,2.166666666666667
1411,West Englewood,2013.0,486.0,2.0
1412,West Englewood,2014.0,331.0,2.5
1413,West Englewood,2015.0,281.0,3.0
1414,West Englewood,2016.0,391.0,1.0
1415,West Englewood,2017.0,312.0,1.0
1416,West Englewood,2018.0,291.0,1.0
1417,West Englewood,2019.0,232.0,3.0
1418,West Englewood,2020.0,269.0,3.0
1419,West Englewood,2021.0,131.0,5.0
1420,West Garfield Park,2002.0,306.0,4.0
1421,West Garfield Park,2003.0,348.0,3.0
1422,West Garfield Park,2004.0,317.0,2.0
1423,West Garfield Park,2005.0,337.0,1.0
1424,West Garfield Park,2006.0,341.0,2.0
1425,West Garfield Park,2007.0,325.0,2.0
1426,West Garfield Park,2008.0,362.0,2.0
1427,West Garfield Park,2009.0,337.0,1.5
1428,West Garfield Park,2010.0,321.0,1.0
1429,West Garfield Park,2011.0,337.0,1.0
1430,West Garfield Park,2012.0,329.0,1.0
1431,West Garfield Park,2013.0,242.0,1.0
1432,West Garfield Park,2014.0,263.0,1.5
1433,West Garfield Park,2015.0,311.0,2.0
1434,West Garfield Park,2016.0,380.0,1.0
1435,West Garfield Park,2017.0,325.0,1.0
1436,West Garfield Park,2018.0,341.0,4.0
1437,West Garfield Park,2019.0,280.0,2.0
1438,West Garfield Park,2020.0,352.0,7.0
1439,West Garfield Park,2021.0,190.0,4.0
1440,West Lawn,2002.0,56.0,1.0
1441,West Lawn,2003.0,86.0,3.0
1442,West Lawn,2004.0,83.0,1.0
1443,West Lawn,2005.0,110.0,2.0
1444,West Lawn,2006.0,140.0,1.0
1445,West Lawn,2007.0,84.0,1.0
1446,West Lawn,2008.0,106.0,1.0
1447,West Lawn,2009.0,122.0,1.0
1448,West Lawn,2010.0,87.0,1.5
1449,West Lawn,2011.0,110.0,2.0
1450,West Lawn,2012.0,95.0,1.5
1451,West Lawn,2013.0,103.0,1.0
1452,West Lawn,2014.0,57.0,1.0
1453,West Lawn,2015.0,65.0,2.0
1454,West Lawn,2016.0,106.0,1.0
1455,West Lawn,2017.0,88.0,2.0
1456,West Lawn,2018.0,50.0,3.0
1457,West Lawn,2019.0,51.0,4.0
1458,West Lawn,2020.0,43.0,2.0
1459,West Lawn,2021.0,32.0,2.0
1460,West Pullman,2002.0,216.0,2.0
1461,West Pullman,2003.0,235.0,1.0
1462,West Pullman,2004.0,265.0,2.0
1463,West Pullman,2005.0,318.0,3.0
1464,West Pullman,2006.0,333.0,4.0
1465,West Pullman,2007.0,270.0,3.0
1466,West Pullman,2008.0,268.0,2.7142857142857144
1467,West Pullman,2009.0,249.0,2.428571428571429
1468,West Pullman,2010.0,311.0,2.142857142857143
1469,West Pullman,2011.0,270.0,1.8571428571428572
1470,West Pullman,2012.0,216.0,1.5714285714285716
1471,West Pullman,2013.0,183.0,1.2857142857142858
1472,West Pullman,2014.0,178.0,1.0
1473,West Pullman,2015.0,160.0,1.0
1474,West Pullman,2016.0,157.0,1.0
1475,West Pullman,2017.0,157.0,2.0
1476,West Pullman,2018.0,141.0,3.0
1477,West Pullman,2019.0,96.0,4.0
1478,West Pullman,2020.0,129.0,3.0
1479,West Pullman,2021.0,91.0,1.0
1480,West Ridge,2002.0,144.0,28.0
1481,West Ridge,2003.0,162.0,29.0
1482,West Ridge,2004.0,194.0,20.0
1483,West Ridge,2005.0,194.0,26.0
1484,West Ridge,2006.0,195.0,21.0
1485,West Ridge,2007.0,114.0,21.0
1486,West Ridge,2008.0,166.0,4.0
1487,West Ridge,2009.0,168.0,13.0
1488,West Ridge,2010.0,187.0,8.0
1489,West Ridge,2011.0,140.0,12.0
1490,West Ridge,2012.0,148.0,5.0
1491,West Ridge,2013.0,152.0,11.0
1492,West Ridge,2014.0,116.0,5.0
1493,West Ridge,2015.0,95.0,12.0
1494,West Ridge,2016.0,134.0,5.0
1495,West Ridge,2017.0,117.0,10.0
1496,West Ridge,2018.0,139.0,4.0
1497,West Ridge,2019.0,93.0,11.0
1498,West Ridge,2020.0,105.0,3.0
1499,West Ridge,2021.0,81.0,14.0
1500,West Town,2002.0,462.0,72.0
1501,West Town,2003.0,562.0,84.0
1502,West Town,2004.0,494.0,79.0
1503,West Town,2005.0,473.0,76.0
1504,West Town,2006.0,406.0,66.0
1505,West Town,2007.0,414.0,62.0
1506,West Town,2008.0,426.0,41.0
1507,West Town,2009.0,447.0,26.0
1508,West Town,2010.0,412.0,39.0
1509,West Town,2011.0,375.0,34.0
1510,West Town,2012.0,391.0,51.0
1511,West Town,2013.0,321.0,38.0
1512,West Town,2014.0,265.0,53.0
1513,West Town,2015.0,239.0,35.0
1514,West Town,2016.0,397.0,48.0
1515,West Town,2017.0,432.0,36.0
1516,West Town,2018.0,297.0,59.0
1517,West Town,2019.0,246.0,38.0
1518,West Town,2020.0,255.0,54.0
1519,West Town,2021.0,250.0,31.0
1520,Woodlawn,2002.0,255.0,4.0
1521,Woodlawn,2003.0,316.0,5.0
1522,Woodlawn,2004.0,330.0,8.0
1523,Woodlawn,2005.0,348.0,9.0
1524,Woodlawn,2006.0,360.0,8.0
1525,Woodlawn,2007.0,387.0,13.0
1526,Woodlawn,2008.0,352.0,2.0
1527,Woodlawn,2009.0,367.0,5.0
1528,Woodlawn,2010.0,250.0,1.0
1529,Woodlawn,2011.0,230.0,6.0
1530,Woodlawn,2012.0,240.0,5.5
1531,Woodlawn,2013.0,233.0,5.0
1532,Woodlawn,2014.0,180.0,1.0
1533,Woodlawn,2015.0,179.0,5.0
1534,Woodlawn,2016.0,205.0,5.0
1535,Woodlawn,2017.0,220.0,4.0
1536,Woodlawn,2018.0,140.0,6.0
1537,Woodlawn,2019.0,141.0,12.0
1538,Woodlawn,2020.0,105.0,8.0
1539,Woodlawn,2021.0,85.0,12.0
1540,,2021.0,85.0,2.0
1541,,2021.0,85.0,1.0
1542,,2021.0,85.0,1.0
1543,,2021.0,85.0,1.0
1544,,2021.0,85.0,1.0
1545,,2021.0,85.0,1.0
1546,,2021.0,85.0,2.0
1547,,2021.0,85.0,1.0
1548,,2021.0,85.0,1.0
1549,,2021.0,85.0,2.0
1550,,2021.0,85.0,2.0
1551,,2021.0,85.0,3.0
1552,,2021.0,85.0,7.0
1553,,2021.0,85.0,2.0
1554,,2021.0,85.0,16.0
1555,,2021.0,85.0,1.0
1556,,2021.0,85.0,1.0
1557,,2021.0,85.0,7.0
1558,,2021.0,85.0,1.0
1559,,2021.0,85.0,4.0
1560,,2021.0,85.0,1.0
1561,,2021.0,85.0,2.0
1562,,2021.0,85.0,1.0
1563,,2021.0,85.0,7.0
1564,,2021.0,85.0,11.0
1565,,2021.0,85.0,5.0
1566,,2021.0,85.0,4.0
1567,,2021.0,85.0,4.0
1568,,2021.0,85.0,4.0
1569,,2021.0,85.0,5.0
1570,,2021.0,85.0,3.0
1571,,2021.0,85.0,5.0
1572,,2021.0,85.0,4.0
1573,,2021.0,85.0,2.0
1574,,2021.0,85.0,4.0
1575,,2021.0,85.0,2.0
1576,,2021.0,85.0,3.0
1577,,2021.0,85.0,2.0
1578,,2021.0,85.0,4.0
1579,,2021.0,85.0,3.0
1580,,2021.0,85.0,3.0
1581,,2021.0,85.0,4.0
1582,,2021.0,85.0,2.0
1583,,2021.0,85.0,2.0
1584,,2021.0,85.0,2.0
1585,,2021.0,85.0,1.0
1586,,2021.0,85.0,1.0
1587,,2021.0,85.0,3.0
1588,,2021.0,85.0,3.0
1589,,2021.0,85.0,10.0
