,Year,Community Area,ID,Date,Primary Type,Description,Location Description,District,Ward,Location
632,2009,27.0,312,312,312,312,312,312,312,307
633,2009,28.0,375,375,375,375,375,375,375,370
634,2009,29.0,449,449,449,449,449,449,449,446
635,2009,30.0,260,260,260,260,260,260,260,258
636,2009,31.0,110,110,110,110,110,110,110,110
637,2009,32.0,249,249,249,249,249,249,249,245
638,2009,33.0,55,55,55,55,55,55,55,55
639,2009,34.0,75,75,75,75,75,75,75,75
640,2009,35.0,114,114,114,114,114,114,114,110
641,2009,36.0,34,34,34,34,34,34,34,34
642,2009,37.0,52,52,52,52,52,52,52,51
643,2009,38.0,235,235,235,235,235,235,235,234
644,2009,39.0,89,89,89,89,89,89,89,89
645,2009,40.0,223,223,223,223,223,223,223,221
646,2009,41.0,118,118,118,118,118,118,118,118
647,2009,42.0,367,367,367,367,367,367,367,366
648,2009,43.0,635,635,635,635,635,635,635,632
649,2009,44.0,577,577,577,577,577,577,577,570
650,2009,45.0,149,149,149,149,149,149,149,148
651,2009,46.0,344,344,344,344,344,344,344,343
652,2009,47.0,26,26,26,26,26,26,26,26
653,2009,48.0,106,106,106,106,106,106,106,105
654,2009,49.0,515,515,515,515,515,515,515,505
655,2009,50.0,38,38,38,38,38,38,38,37
656,2009,51.0,96,96,96,96,96,96,96,96
657,2009,52.0,38,38,38,38,38,38,38,38
658,2009,53.0,249,249,249,249,249,249,249,246
659,2009,54.0,67,67,67,67,67,67,67,67
660,2009,55.0,9,9,9,9,9,9,9,9
661,2009,56.0,68,68,68,68,68,68,68,68
662,2009,57.0,55,55,55,55,55,55,55,55
663,2009,58.0,128,128,128,128,128,128,128,127
664,2009,59.0,36,36,36,36,36,36,36,35
665,2009,60.0,26,26,26,26,26,26,26,26
666,2009,61.0,267,267,267,267,267,267,267,263
667,2009,62.0,55,55,55,55,55,55,55,55
668,2009,63.0,182,182,182,182,182,182,182,180
669,2009,64.0,32,32,32,32,32,32,32,32
670,2009,65.0,122,122,122,122,122,122,122,122
671,2009,66.0,649,649,649,649,649,649,649,645
672,2009,67.0,571,571,571,571,571,571,571,567
673,2009,68.0,593,593,593,593,593,593,593,588
674,2009,69.0,644,644,644,644,644,644,644,639
675,2009,70.0,168,168,168,168,168,168,168,167
676,2009,71.0,666,666,666,666,666,666,666,665
677,2009,72.0,34,34,34,34,34,34,34,34
678,2009,73.0,244,244,244,244,244,244,244,244
679,2009,74.0,10,10,10,10,10,10,10,8
680,2009,75.0,130,130,130,130,130,130,130,130
681,2009,76.0,6,6,6,6,6,6,6,5
682,2009,77.0,113,113,113,113,113,113,113,113
683,2010,1.0,262,262,262,262,262,262,262,262
684,2010,2.0,187,187,187,187,187,187,187,187
685,2010,3.0,169,169,169,169,169,169,169,169
686,2010,4.0,56,56,56,56,56,56,56,56
687,2010,5.0,50,50,50,50,50,50,50,50
688,2010,6.0,284,284,284,284,284,284,284,284
689,2010,7.0,161,161,161,161,161,161,161,161
690,2010,8.0,349,349,349,349,349,349,349,348
691,2010,9.0,3,3,3,3,3,3,3,3
692,2010,10.0,8,8,8,8,8,8,8,8
693,2010,11.0,15,15,15,15,15,15,15,15
694,2010,12.0,2,2,2,2,2,2,2,2
695,2010,13.0,37,37,37,37,37,37,37,37
696,2010,14.0,130,130,130,130,130,130,130,130
697,2010,15.0,100,100,100,100,100,100,100,100
698,2010,16.0,129,129,129,129,129,129,129,129
699,2010,17.0,45,45,45,45,45,45,45,45
700,2010,18.0,19,19,19,19,19,19,19,19
701,2010,19.0,294,294,294,294,294,294,294,294
702,2010,20.0,87,87,87,87,87,87,87,87
703,2010,21.0,122,122,122,122,122,122,122,122
704,2010,22.0,321,321,321,321,321,321,321,321
705,2010,23.0,433,433,433,433,433,433,433,433
706,2010,24.0,412,412,412,412,412,412,412,412
707,2010,25.0,1239,1239,1239,1239,1239,1239,1239,1239
708,2010,26.0,321,321,321,321,321,321,321,321
709,2010,27.0,345,345,345,345,345,345,345,345
710,2010,28.0,334,334,334,334,334,334,334,334
711,2010,29.0,449,449,449,449,449,449,449,449
712,2010,30.0,280,280,280,280,280,280,280,280
713,2010,31.0,80,80,80,80,80,80,80,80
714,2010,32.0,272,272,272,272,272,272,272,272
715,2010,33.0,43,43,43,43,43,43,43,43
716,2010,34.0,82,82,82,82,82,82,82,82
717,2010,35.0,100,100,100,100,100,100,100,100
718,2010,36.0,25,25,25,25,25,25,25,25
719,2010,37.0,59,59,59,59,59,59,59,59
720,2010,38.0,196,196,196,196,196,196,196,196
721,2010,39.0,78,78,78,78,78,78,78,78
722,2010,40.0,170,170,170,170,170,170,170,170
723,2010,41.0,86,86,86,86,86,86,86,86
724,2010,42.0,250,250,250,250,250,250,250,250
725,2010,43.0,517,517,517,517,517,517,517,517
726,2010,44.0,456,456,456,456,456,456,456,456
727,2010,45.0,104,104,104,104,104,104,104,104
728,2010,46.0,288,288,288,288,288,288,288,288
729,2010,47.0,25,25,25,25,25,25,25,25
730,2010,48.0,110,110,110,110,110,110,110,110
731,2010,49.0,475,475,475,475,475,475,475,475
732,2010,50.0,34,34,34,34,34,34,34,34
733,2010,51.0,98,98,98,98,98,98,98,98
734,2010,52.0,33,33,33,33,33,33,33,33
735,2010,53.0,311,311,311,311,311,311,311,311
736,2010,54.0,64,64,64,64,64,64,64,64
737,2010,55.0,8,8,8,8,8,8,8,8
738,2010,56.0,47,47,47,47,47,47,47,47
739,2010,57.0,65,65,65,65,65,65,65,65
740,2010,58.0,122,122,122,122,122,122,122,122
741,2010,59.0,40,40,40,40,40,40,40,40
742,2010,60.0,55,55,55,55,55,55,55,55
743,2010,61.0,219,219,219,219,219,219,219,218
744,2010,62.0,67,67,67,67,67,67,67,67
745,2010,63.0,198,198,198,198,198,198,198,198
746,2010,64.0,16,16,16,16,16,16,16,16
747,2010,65.0,87,87,87,87,87,87,87,87
748,2010,66.0,577,577,577,577,577,577,577,577
749,2010,67.0,499,499,499,499,499,499,499,499
750,2010,68.0,529,529,529,529,529,529,529,529
751,2010,69.0,486,486,486,486,486,486,486,486
752,2010,70.0,149,149,149,149,149,149,149,149
753,2010,71.0,477,477,477,477,477,477,477,477
754,2010,72.0,24,24,24,24,24,24,24,24
755,2010,73.0,168,168,168,168,168,168,168,168
756,2010,74.0,7,7,7,7,7,7,7,7
757,2010,75.0,99,99,99,99,99,99,99,99
758,2010,76.0,7,7,7,7,7,7,7,7
759,2010,77.0,165,165,165,165,165,165,165,165
760,2011,1.0,255,255,255,255,255,255,255,255
761,2011,2.0,140,140,140,140,140,140,140,140
762,2011,3.0,150,150,150,150,150,150,150,150
763,2011,4.0,44,44,44,44,44,44,44,44
764,2011,5.0,32,32,32,32,32,32,32,32
765,2011,6.0,319,319,319,319,318,319,319,319
766,2011,7.0,152,152,152,152,152,152,152,151
767,2011,8.0,353,353,353,353,353,353,353,352
768,2011,10.0,19,19,19,19,19,19,19,19
769,2011,11.0,19,19,19,19,19,19,19,19
770,2011,12.0,6,6,6,6,6,6,6,6
771,2011,13.0,33,33,33,33,33,33,33,33
772,2011,14.0,129,129,129,129,129,129,129,129
773,2011,15.0,105,105,105,105,105,105,105,104
774,2011,16.0,149,149,149,149,149,149,149,149
775,2011,17.0,33,33,33,33,33,33,33,33
776,2011,18.0,11,11,11,11,11,11,11,11
777,2011,19.0,293,293,293,293,293,293,293,293
778,2011,20.0,82,82,82,82,82,82,82,82
779,2011,21.0,108,108,108,108,108,108,108,108
780,2011,22.0,266,266,266,266,266,266,266,266
781,2011,23.0,420,420,420,420,420,420,420,420
782,2011,24.0,375,375,375,375,375,375,375,375
783,2011,25.0,1120,1120,1120,1120,1120,1120,1120,1120
784,2011,26.0,337,337,337,337,337,337,337,337
785,2011,27.0,303,303,303,303,303,303,303,303
786,2011,28.0,395,395,395,395,395,395,395,395
787,2011,29.0,483,483,483,483,483,483,483,482
788,2011,30.0,260,260,260,260,260,260,260,260
789,2011,31.0,80,80,80,80,80,80,80,80
790,2011,32.0,241,241,241,241,241,241,241,241
791,2011,33.0,53,53,53,53,53,53,53,53
792,2011,34.0,86,86,86,86,86,86,86,86
793,2011,35.0,133,133,133,133,133,133,133,133
794,2011,36.0,26,26,26,26,26,26,26,25
795,2011,37.0,104,104,104,104,104,104,104,104
796,2011,38.0,205,205,205,205,205,205,205,205
797,2011,39.0,91,91,91,91,91,91,91,91
798,2011,40.0,186,186,186,186,186,186,186,186
799,2011,41.0,105,105,105,105,105,105,105,105
800,2011,42.0,230,230,230,230,230,230,230,230
801,2011,43.0,600,600,600,600,600,600,600,600
802,2011,44.0,437,437,437,437,437,437,437,437
803,2011,45.0,139,139,139,139,139,139,139,139
804,2011,46.0,291,291,291,291,291,291,291,291
805,2011,47.0,17,17,17,17,17,17,17,17
806,2011,48.0,109,109,109,109,109,109,109,109
807,2011,49.0,440,440,440,440,440,440,440,440
808,2011,50.0,37,37,37,37,37,37,37,37
809,2011,51.0,100,100,100,100,100,100,100,100
810,2011,52.0,20,20,20,20,20,20,20,20
811,2011,53.0,270,270,270,270,270,270,270,270
812,2011,54.0,68,68,68,68,68,68,68,68
813,2011,55.0,11,11,11,11,11,11,11,11
814,2011,56.0,38,38,38,38,38,38,38,38
815,2011,57.0,53,53,53,53,53,53,53,53
816,2011,58.0,140,140,140,140,140,140,140,140
817,2011,59.0,31,31,31,31,31,31,31,31
818,2011,60.0,67,67,67,67,67,67,67,67
819,2011,61.0,240,240,240,240,240,240,240,240
820,2011,62.0,67,67,67,67,67,67,67,67
821,2011,63.0,124,124,124,124,124,124,124,124
822,2011,64.0,18,18,18,18,18,18,18,18
823,2011,65.0,110,110,110,110,110,110,110,110
824,2011,66.0,469,469,469,469,469,469,469,468
825,2011,67.0,455,455,455,455,455,455,455,455
826,2011,68.0,526,526,526,526,526,526,526,526
827,2011,69.0,521,521,521,521,521,521,521,521
828,2011,70.0,131,131,131,131,131,131,131,131
829,2011,71.0,487,487,487,487,487,487,487,487
830,2011,72.0,43,43,43,43,43,43,43,43
831,2011,73.0,175,175,175,175,175,175,175,175
832,2011,74.0,9,9,9,9,9,9,9,9
833,2011,75.0,102,102,102,102,102,102,102,102
834,2011,76.0,10,10,10,10,10,10,10,10
835,2011,77.0,131,131,131,131,131,131,131,131
836,2012,1.0,208,208,208,208,208,208,208,208
837,2012,2.0,148,148,148,148,148,148,148,148
838,2012,3.0,145,145,145,145,145,145,145,145
839,2012,4.0,54,54,54,54,54,54,54,54
840,2012,5.0,44,44,44,44,44,44,44,44
841,2012,6.0,349,349,349,349,348,349,349,349
842,2012,7.0,138,138,138,138,138,138,138,138
843,2012,8.0,273,273,273,273,273,273,273,273
844,2012,9.0,4,4,4,4,4,4,4,4
845,2012,10.0,18,18,18,18,18,18,18,18
846,2012,11.0,27,27,27,27,27,27,27,27
847,2012,12.0,3,3,3,3,3,3,3,3
848,2012,13.0,23,23,23,23,23,23,23,23
849,2012,14.0,119,119,119,119,119,119,119,119
850,2012,15.0,113,113,113,113,113,113,113,113
851,2012,16.0,99,99,99,99,99,99,99,99
852,2012,17.0,37,37,37,37,37,37,37,37
853,2012,18.0,12,12,12,12,12,12,12,12
854,2012,19.0,212,212,212,212,212,212,212,212
855,2012,20.0,59,59,59,59,59,59,59,59
856,2012,21.0,115,115,115,115,115,115,115,115
857,2012,22.0,233,233,233,233,233,233,233,233
858,2012,23.0,465,465,465,465,465,465,465,465
859,2012,24.0,391,391,391,391,391,391,391,391
860,2012,25.0,1010,1010,1010,1010,1010,1010,1010,1010
861,2012,26.0,329,329,329,329,329,329,329,329
862,2012,27.0,347,347,347,347,347,347,347,347
863,2012,28.0,366,366,366,366,366,366,366,366
864,2012,29.0,466,466,466,466,466,466,466,465
865,2012,30.0,275,275,275,275,275,275,275,275
866,2012,31.0,85,85,85,85,85,85,85,85
867,2012,32.0,201,201,201,201,201,201,201,201
868,2012,33.0,66,66,66,66,66,66,66,66
869,2012,34.0,79,79,79,79,79,79,79,79
870,2012,35.0,127,127,127,127,127,127,127,127
871,2012,36.0,29,29,29,29,29,29,29,29
872,2012,37.0,90,90,90,90,90,90,90,90
873,2012,38.0,217,217,217,217,216,217,217,217
874,2012,39.0,87,87,87,87,87,87,87,87
875,2012,40.0,167,167,167,167,167,167,167,167
876,2012,41.0,100,100,100,100,100,100,100,100
877,2012,42.0,240,240,240,240,240,240,240,240
878,2012,43.0,624,624,624,624,624,624,624,623
879,2012,44.0,488,488,488,488,488,488,488,488
880,2012,45.0,115,115,115,115,115,115,115,115
881,2012,46.0,291,291,291,291,291,291,291,291
882,2012,47.0,15,15,15,15,15,15,15,15
883,2012,48.0,128,128,128,128,128,128,128,128
884,2012,49.0,487,487,487,487,487,487,487,487
885,2012,50.0,39,39,39,39,39,39,39,39
886,2012,51.0,93,93,93,93,93,93,93,93
887,2012,52.0,28,28,28,28,28,28,28,28
888,2012,53.0,216,216,216,216,216,216,216,216
889,2012,54.0,43,43,43,43,43,43,43,43
890,2012,55.0,12,12,12,12,12,12,12,12
891,2012,56.0,52,52,52,52,52,52,52,52
892,2012,57.0,69,69,69,69,69,69,69,69
893,2012,58.0,128,128,128,128,128,128,128,128
894,2012,59.0,29,29,29,29,29,29,29,29
895,2012,60.0,48,48,48,48,48,48,48,48
896,2012,61.0,244,244,244,244,244,244,244,244
897,2012,62.0,63,63,63,63,63,63,63,63
898,2012,63.0,150,150,150,150,150,150,150,150
899,2012,64.0,23,23,23,23,23,23,23,23
900,2012,65.0,95,95,95,95,95,95,95,95
901,2012,66.0,438,438,438,438,438,438,438,438
902,2012,67.0,470,470,470,470,470,470,470,470
903,2012,68.0,436,436,436,436,436,436,436,436
904,2012,69.0,535,535,535,535,535,535,535,535
905,2012,70.0,130,130,130,130,130,130,130,130
906,2012,71.0,444,444,444,444,444,444,444,444
907,2012,72.0,45,45,45,45,45,45,45,45
908,2012,73.0,228,228,228,228,228,228,228,228
909,2012,74.0,10,10,10,10,10,10,10,10
910,2012,75.0,99,99,99,99,99,99,99,99
911,2012,76.0,11,11,11,11,11,11,11,11
912,2012,77.0,103,103,103,103,103,103,103,103
913,2013,1.0,140,140,140,140,140,140,140,140
914,2013,2.0,152,152,152,152,152,152,152,152
915,2013,3.0,124,124,124,124,124,124,124,124
916,2013,4.0,47,47,47,47,47,47,47,47
917,2013,5.0,42,42,42,42,42,42,42,42
918,2013,6.0,356,356,356,356,356,356,356,356
919,2013,7.0,129,129,129,129,129,129,129,129
920,2013,8.0,202,202,202,202,202,202,202,202
921,2013,9.0,1,1,1,1,1,1,1,1
922,2013,10.0,4,4,4,4,4,4,4,4
923,2013,11.0,28,28,28,28,28,28,28,28
924,2013,12.0,5,5,5,5,5,5,5,5
925,2013,13.0,20,20,20,20,20,20,20,20
926,2013,14.0,129,129,129,129,129,129,129,129
927,2013,15.0,87,87,87,87,87,87,87,87
928,2013,16.0,134,134,134,134,134,134,134,134
929,2013,17.0,29,29,29,29,29,29,29,29
930,2013,18.0,20,20,20,20,20,20,20,20
931,2013,19.0,168,168,168,168,168,168,168,168
932,2013,20.0,57,57,57,57,57,57,57,57
933,2013,21.0,115,115,115,115,115,115,115,115
934,2013,22.0,211,211,211,211,211,211,211,211
935,2013,23.0,395,395,395,395,395,395,395,395
936,2013,24.0,321,321,321,321,321,321,321,321
937,2013,25.0,776,776,776,776,776,776,776,776
938,2013,26.0,242,242,242,242,242,242,242,241
939,2013,27.0,258,258,258,258,258,258,258,258
940,2013,28.0,304,304,304,304,304,304,304,304
941,2013,29.0,401,401,401,401,401,401,401,401
942,2013,30.0,253,253,253,253,253,253,253,253
943,2013,31.0,72,72,72,72,72,72,72,72
944,2013,32.0,196,196,196,196,196,196,196,196
945,2013,33.0,40,40,40,40,40,40,40,40
946,2013,34.0,54,54,54,54,54,54,54,54
947,2013,35.0,123,123,123,123,123,123,123,123
948,2013,36.0,22,22,22,22,22,22,22,22
949,2013,37.0,57,57,57,57,57,57,57,57
950,2013,38.0,208,208,208,208,208,208,208,208
951,2013,39.0,55,55,55,55,55,55,55,55
952,2013,40.0,211,211,211,211,211,211,211,211
953,2013,41.0,79,79,79,79,79,79,79,79
954,2013,42.0,233,233,233,233,233,233,233,233
955,2013,43.0,480,480,480,480,480,480,480,480
956,2013,44.0,423,423,423,423,423,423,423,423
957,2013,45.0,86,86,86,86,86,86,86,86
958,2013,46.0,258,258,258,258,258,258,258,258
959,2013,47.0,19,19,19,19,19,19,19,19
960,2013,48.0,77,77,77,77,77,77,77,77
961,2013,49.0,453,453,453,453,453,453,453,453
962,2013,50.0,41,41,41,41,41,41,41,41
963,2013,51.0,85,85,85,85,85,85,85,85
964,2013,52.0,28,28,28,28,28,28,28,28
965,2013,53.0,183,183,183,183,183,183,183,183
966,2013,54.0,52,52,52,52,52,52,52,52
967,2013,55.0,10,10,10,10,10,10,10,10
968,2013,56.0,49,49,49,49,49,49,49,49
969,2013,57.0,53,53,53,53,53,53,53,53
970,2013,58.0,89,89,89,89,89,89,89,89
971,2013,59.0,29,29,29,29,29,29,29,29
972,2013,60.0,36,36,36,36,36,36,36,36
973,2013,61.0,190,190,190,190,190,190,190,190
974,2013,62.0,43,43,43,43,43,43,43,43
975,2013,63.0,119,119,119,119,119,119,119,119
976,2013,64.0,17,17,17,17,17,17,17,17
977,2013,65.0,103,103,103,103,103,103,103,103
978,2013,66.0,357,357,357,357,357,357,357,357
979,2013,67.0,486,486,486,486,486,486,486,486
980,2013,68.0,431,431,431,431,431,431,431,431
981,2013,69.0,419,419,419,419,419,419,419,419
982,2013,70.0,139,139,139,139,139,139,139,139
983,2013,71.0,493,493,493,493,493,493,493,493
984,2013,72.0,57,57,57,57,57,57,57,57
985,2013,73.0,236,236,236,236,236,236,236,236
986,2013,74.0,9,9,9,9,9,9,9,9
987,2013,75.0,89,89,89,89,89,89,89,89
988,2013,76.0,8,8,8,8,8,8,8,8
989,2013,77.0,102,102,102,102,102,102,102,102
990,2014,1.0,125,125,125,125,125,125,125,125
991,2014,2.0,116,116,116,116,116,116,116,116
992,2014,3.0,110,110,110,110,110,110,110,110
993,2014,4.0,30,30,30,30,30,30,30,30
994,2014,5.0,24,24,24,24,24,24,24,24
995,2014,6.0,234,234,234,234,234,234,234,233
996,2014,7.0,99,99,99,99,99,99,99,99
997,2014,8.0,181,181,181,181,181,181,181,181
998,2014,9.0,1,1,1,1,1,1,1,1
999,2014,10.0,14,14,14,14,14,14,14,14
1000,2014,11.0,22,22,22,22,22,22,22,22
1001,2014,12.0,2,2,2,2,2,2,2,2
1002,2014,13.0,19,19,19,19,19,19,19,19
1003,2014,14.0,96,96,96,96,96,96,96,96
1004,2014,15.0,65,65,65,65,65,65,65,65
1005,2014,16.0,84,84,84,84,84,84,84,84
1006,2014,17.0,23,23,23,23,23,23,23,23
1007,2014,18.0,14,14,14,14,14,14,14,14
1008,2014,19.0,153,153,153,153,153,153,153,152
1009,2014,20.0,50,50,50,50,50,50,50,50
1010,2014,21.0,75,75,75,75,75,75,75,75
1011,2014,22.0,164,164,164,164,164,164,164,164
1012,2014,23.0,344,344,344,344,344,344,344,344
1013,2014,24.0,265,265,265,265,265,265,265,265
1014,2014,25.0,795,795,795,795,795,795,795,794
1015,2014,26.0,263,263,263,263,263,263,263,262
1016,2014,27.0,231,231,231,231,231,231,231,231
1017,2014,28.0,284,284,284,284,284,284,284,284
1018,2014,29.0,406,406,406,406,406,406,406,406
1019,2014,30.0,198,198,198,198,198,198,198,198
1020,2014,31.0,49,49,49,49,49,49,49,49
1021,2014,32.0,159,159,159,159,159,159,159,159
1022,2014,33.0,40,40,40,40,40,40,40,40
1023,2014,34.0,75,75,75,75,75,75,75,75
1024,2014,35.0,139,139,139,139,139,139,139,139
1025,2014,36.0,24,24,24,24,24,24,24,24
1026,2014,37.0,54,54,54,54,54,54,54,54
1027,2014,38.0,178,178,178,178,178,178,178,178
1028,2014,39.0,88,88,88,88,88,88,88,88
1029,2014,40.0,167,167,167,167,167,167,167,167
1030,2014,41.0,81,81,81,81,81,81,81,81
1031,2014,42.0,180,180,180,180,180,180,180,180
1032,2014,43.0,395,395,395,395,395,395,395,395
1033,2014,44.0,302,302,302,302,302,302,302,302
1034,2014,45.0,91,91,91,91,91,91,91,91
1035,2014,46.0,190,190,190,190,190,190,190,190
1036,2014,47.0,20,20,20,20,20,20,20,20
1037,2014,48.0,64,64,64,64,64,64,64,64
1038,2014,49.0,346,346,346,346,346,346,346,346
1039,2014,50.0,36,36,36,36,36,36,36,36
1040,2014,51.0,88,88,88,88,88,88,88,88
1041,2014,52.0,20,20,20,20,20,20,20,20
1042,2014,53.0,178,178,178,178,178,178,178,178
1043,2014,54.0,40,40,40,40,40,40,40,40
1044,2014,55.0,7,7,7,7,7,7,7,7
1045,2014,56.0,43,43,43,43,43,43,43,43
1046,2014,57.0,33,33,33,33,33,33,33,33
1047,2014,58.0,67,67,67,67,67,67,67,67
1048,2014,59.0,31,31,31,31,31,31,31,31
1049,2014,60.0,43,43,43,43,43,43,43,43
1050,2014,61.0,227,227,227,227,227,227,227,227
1051,2014,62.0,40,40,40,40,40,40,40,40
1052,2014,63.0,87,87,87,87,87,87,87,87
1053,2014,64.0,16,16,16,16,16,16,16,16
1054,2014,65.0,57,57,57,57,57,57,57,57
1055,2014,66.0,274,274,274,274,274,274,274,274
1056,2014,67.0,331,331,331,331,331,331,331,331
1057,2014,68.0,375,375,375,375,375,375,375,375
1058,2014,69.0,329,329,329,329,329,329,329,329
1059,2014,70.0,85,85,85,85,85,85,85,85
1060,2014,71.0,393,393,393,393,393,393,393,393
1061,2014,72.0,24,24,24,24,24,24,24,24
1062,2014,73.0,134,134,134,134,134,134,134,134
1063,2014,74.0,4,4,4,4,4,4,4,4
1064,2014,75.0,61,61,61,61,61,61,61,61
1065,2014,76.0,9,9,9,9,9,9,9,9
1066,2014,77.0,64,64,64,64,64,64,64,64
1067,2015,1.0,112,112,112,112,112,112,112,112
1068,2015,2.0,95,95,95,95,95,95,95,95
1069,2015,3.0,128,128,128,128,128,128,128,128
1070,2015,4.0,43,43,43,43,43,43,43,43
1071,2015,5.0,43,43,43,43,43,43,43,43
1072,2015,6.0,196,196,196,196,196,196,196,196
1073,2015,7.0,116,116,116,116,116,116,116,116
1074,2015,8.0,205,205,205,205,205,205,205,205
1075,2015,9.0,1,1,1,1,1,1,1,1
1076,2015,10.0,9,9,9,9,9,9,9,9
1077,2015,11.0,25,25,25,25,25,25,25,25
1078,2015,12.0,3,3,3,3,3,3,3,3
1079,2015,13.0,23,23,23,23,23,23,23,23
1080,2015,14.0,75,75,75,75,75,75,75,75
1081,2015,15.0,90,90,90,90,90,90,90,90
1082,2015,16.0,90,90,90,90,90,90,90,90
1083,2015,17.0,30,30,30,30,30,30,30,30
1084,2015,18.0,16,16,16,16,16,16,16,16
1085,2015,19.0,159,159,159,159,159,159,159,158
1086,2015,20.0,46,46,46,46,46,46,46,46
1087,2015,21.0,91,91,91,91,91,91,91,91
1088,2015,22.0,167,167,167,167,167,167,167,167
1089,2015,23.0,328,328,328,328,328,328,328,328
1090,2015,24.0,239,239,239,239,239,239,239,239
1091,2015,25.0,821,821,821,821,821,821,821,821
1092,2015,26.0,311,311,311,311,311,311,311,311
1093,2015,27.0,243,243,243,243,242,243,243,243
1094,2015,28.0,287,287,287,287,287,287,287,287
1095,2015,29.0,414,414,414,414,414,414,414,414
1096,2015,30.0,218,218,218,218,218,218,218,218
1097,2015,31.0,67,67,67,67,67,67,67,67
1098,2015,32.0,196,196,196,196,196,196,196,196
1099,2015,33.0,60,60,60,60,60,60,60,60
1100,2015,34.0,106,106,106,106,106,106,106,105
1101,2015,35.0,92,92,92,92,92,92,92,92
1102,2015,36.0,30,30,30,30,30,30,30,30
1103,2015,37.0,54,54,54,54,54,54,54,54
1104,2015,38.0,160,160,160,160,160,160,160,159
1105,2015,39.0,87,87,87,87,87,87,87,87
1106,2015,40.0,128,128,128,128,128,128,128,128
1107,2015,41.0,92,92,92,92,92,92,92,91
1108,2015,42.0,179,179,179,179,179,179,179,179
1109,2015,43.0,360,360,360,360,360,360,360,360
1110,2015,44.0,299,299,299,299,299,299,299,299
1111,2015,45.0,67,67,67,67,67,67,67,67
1112,2015,46.0,183,183,183,183,183,183,183,183
1113,2015,47.0,20,20,20,20,20,20,20,20
1114,2015,48.0,66,66,66,66,66,66,66,66
1115,2015,49.0,285,285,285,285,285,285,285,285
1116,2015,50.0,20,20,20,20,20,20,20,20
1117,2015,51.0,61,61,61,61,61,61,61,61
1118,2015,52.0,32,32,32,32,32,32,32,32
1119,2015,53.0,160,160,160,160,160,160,160,160
1120,2015,54.0,45,45,45,45,45,45,45,44
1121,2015,55.0,11,11,11,11,11,11,11,11
1122,2015,56.0,36,36,36,36,36,36,36,36
1123,2015,57.0,44,44,44,44,44,44,44,44
1124,2015,58.0,111,111,111,111,111,111,111,111
1125,2015,59.0,39,39,39,39,39,39,39,39
1126,2015,60.0,44,44,44,44,44,44,44,44
1127,2015,61.0,199,199,199,199,199,199,199,199
1128,2015,62.0,52,52,52,52,52,52,52,52
1129,2015,63.0,127,127,127,127,127,127,127,127
1130,2015,64.0,27,27,27,27,27,27,27,27
1131,2015,65.0,65,65,65,65,65,65,65,65
1132,2015,66.0,255,255,255,255,255,255,255,255
1133,2015,67.0,281,281,281,281,281,281,281,280
1134,2015,68.0,311,311,311,311,311,311,311,311
1135,2015,69.0,316,316,316,316,316,316,316,316
1136,2015,70.0,87,87,87,87,87,87,87,87
1137,2015,71.0,382,382,382,382,382,382,382,382
1138,2015,72.0,20,20,20,20,20,20,20,20
1139,2015,73.0,115,115,115,115,115,115,115,115
1140,2015,74.0,6,6,6,6,6,6,6,6
1141,2015,75.0,65,65,65,65,65,65,65,65
1142,2015,76.0,18,18,18,18,18,18,18,18
1143,2015,77.0,56,56,56,56,56,56,56,56
1144,2016,1.0,164,164,164,164,164,164,164,164
1145,2016,2.0,134,134,134,134,134,134,134,134
1146,2016,3.0,152,152,152,152,152,152,152,152
1147,2016,4.0,53,53,53,53,53,53,53,53
1148,2016,5.0,48,48,48,48,48,48,48,46
1149,2016,6.0,271,271,271,271,271,271,271,271
1150,2016,7.0,134,134,134,134,134,134,134,134
1151,2016,8.0,299,299,299,299,299,299,299,299
1152,2016,9.0,4,4,4,4,4,4,4,4
1153,2016,10.0,16,16,16,16,16,16,16,16
1154,2016,11.0,24,24,24,24,24,24,24,24
1155,2016,12.0,7,7,7,7,7,7,7,7
1156,2016,13.0,32,32,32,32,32,32,32,32
1157,2016,14.0,169,169,169,169,169,169,169,169
1158,2016,15.0,86,86,86,86,86,86,86,86
1159,2016,16.0,113,113,113,113,113,113,113,113
1160,2016,17.0,54,54,54,54,54,54,54,54
1161,2016,18.0,15,15,15,15,15,15,15,15
1162,2016,19.0,196,196,196,196,196,196,196,196
1163,2016,20.0,60,60,60,60,60,60,60,60
1164,2016,21.0,87,87,87,87,87,87,87,87
1165,2016,22.0,219,219,219,219,219,219,219,219
1166,2016,23.0,439,439,439,439,439,439,439,439
1167,2016,24.0,397,397,397,397,397,397,397,397
1168,2016,25.0,944,944,944,944,944,944,944,944
1169,2016,26.0,380,380,380,380,380,380,380,380
1170,2016,27.0,256,256,256,256,256,256,256,256
1171,2016,28.0,367,367,367,367,367,367,367,367
1172,2016,29.0,483,483,483,483,483,483,483,483
1173,2016,30.0,260,260,260,260,260,260,260,260
1174,2016,31.0,97,97,97,97,97,97,97,97
1175,2016,32.0,312,312,312,312,312,312,312,312
1176,2016,33.0,54,54,54,54,54,54,54,54
1177,2016,34.0,111,111,111,111,111,111,111,110
1178,2016,35.0,182,182,182,182,182,182,182,182
1179,2016,36.0,27,27,27,27,27,27,27,27
1180,2016,37.0,60,60,60,60,60,60,60,60
1181,2016,38.0,192,192,192,192,192,192,192,192
