,timeperiod,GEOG,crimes,coffeeshops,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,EMP,UNEMP,TOT_POP,WHITE,HISP,BLACK,ASIAN,POP_HH,AsianPerc,BlackPerc,HispPerc,WhitePerc,UnemployedPerc,EmployedPerc,Inc25k,Inc50k,Inc75k,Inc100k,Inc150k,Inc_gt150k
133,2010-2014,Oakland,126.0,0.0,1409.0,663.0,298.0,73.0,141.0,226.0,24841.26984,2274.0,865.0,6473.0,147.0,122.0,6052.0,140.0,6473.0,0.021628302178279005,0.934960605592461,0.018847520469643133,0.022709717287192954,0.13363200988722385,0.35130542252433183,0.217673412637108,0.10242545960142128,0.046037386065193885,0.011277614707245481,0.021782790050980997,0.03491425923065039
134,2010-2014,Portage Park,470.0,38.0,4903.0,5323.0,4582.0,3105.0,3007.0,1565.0,55212.82051,32973.0,4439.0,64421.0,32750.0,26979.0,827.0,2866.0,64320.0,0.04448859843839742,0.01283742878874901,0.4187920088170007,0.5083745983452601,0.068906102047469,0.5118362024805576,0.07610872231104764,0.08262833548066624,0.07112587510283913,0.04819856878968038,0.04667732571676938,0.024293320501078842
135,2010-2014,Pullman,187.0,0.0,1059.0,711.0,536.0,350.0,252.0,19.0,38286.51685,2647.0,917.0,6970.0,605.0,570.0,5735.0,42.0,6970.0,0.006025824964131995,0.8228120516499282,0.08177905308464849,0.08680057388809183,0.1315638450502152,0.37977044476327115,0.15193687230989958,0.10200860832137733,0.07690100430416069,0.05021520803443329,0.036154949784791966,0.00272596843615495
136,2010-2014,Riverdale,267.0,0.0,1545.0,493.0,171.0,92.0,15.0,0.0,14390.49587,1496.0,1016.0,7190.0,74.0,180.0,6910.0,0.0,7142.0,0.0,0.96105702364395,0.025034770514603615,0.010292072322670376,0.14130737134909596,0.20806675938803895,0.2148817802503477,0.06856745479833101,0.023783031988873434,0.012795549374130737,0.002086230876216968,0.0
137,2010-2014,Rogers Park,990.0,70.0,8502.0,5690.0,3836.0,2092.0,2209.0,1158.0,37932.09877,28748.0,2960.0,55053.0,22094.0,13530.0,14325.0,3526.0,51777.0,0.06404737253192379,0.26020380360743284,0.24576317366900988,0.401322362087443,0.05376637058834214,0.5221877100248851,0.15443300092638004,0.103354948867455,0.06967830999218934,0.03799974569959857,0.04012497048298912,0.02103427606125007
138,2010-2014,Roseland,2201.0,0.0,4994.0,4035.0,2798.0,1306.0,1151.0,365.0,38105.9719,13623.0,4528.0,44267.0,471.0,489.0,42822.0,150.0,43593.0,0.003388528700838096,0.9673571735152596,0.011046603564732194,0.010639980120631621,0.10228838638263266,0.3077461766101159,0.11281541554656968,0.09115142205254478,0.06320735536629996,0.02950278988863036,0.026001310231097658,0.008245419838706034
139,2010-2014,South Chicago,1318.0,8.0,4591.0,2819.0,1262.0,726.0,444.0,334.0,29518.18182,9533.0,2627.0,28550.0,875.0,6494.0,20802.0,106.0,28392.0,0.003712784588441331,0.72861646234676,0.22746059544658495,0.03064798598949212,0.09201401050788091,0.33390542907180387,0.16080560420315237,0.09873905429071804,0.044203152364273204,0.025429071803852888,0.015551663747810859,0.01169877408056042
140,2010-2014,South Deering,464.0,0.0,1962.0,1349.0,820.0,439.0,339.0,93.0,33625.49801,5299.0,1472.0,15570.0,709.0,4931.0,9722.0,36.0,15499.0,0.0023121387283236996,0.6244059087989724,0.31669877970456006,0.04553628773281952,0.0945407835581246,0.3403339755940912,0.1260115606936416,0.08664097623635196,0.05266538214515093,0.028195247270391778,0.021772639691714835,0.005973025048169557
141,2010-2014,South Lawndale,1266.0,8.0,6899.0,6234.0,2568.0,957.0,659.0,130.0,31385.56338,24642.0,4519.0,72881.0,2393.0,61499.0,8570.0,170.0,64697.0,0.0023325695311535244,0.11758894636462178,0.8438276093906505,0.03283434640029637,0.0620051865369575,0.33811281403932436,0.09466115997310684,0.08553669680712395,0.035235520917660294,0.013130994360670133,0.009042137182530427,0.001783729641470342
142,2010-2014,South Shore,2616.0,20.0,10737.0,5368.0,3344.0,1664.0,1125.0,491.0,27391.3872,18963.0,5500.0,51450.0,928.0,1179.0,48198.0,155.0,50502.0,0.003012633624878523,0.9367930029154519,0.022915451895043733,0.018036929057337222,0.10689990281827016,0.36857142857142855,0.2086880466472303,0.10433430515063168,0.06499514091350826,0.03234207968901846,0.021865889212827987,0.009543245869776482
143,2010-2014,Uptown,698.0,45.0,10320.0,5357.0,4075.0,3387.0,3284.0,2872.0,44288.14383,31483.0,3532.0,54062.0,28972.0,6964.0,10785.0,5285.0,51362.0,0.09775812955495543,0.199493174503348,0.1288150641855647,0.5359032222263327,0.06533239613776774,0.5823498945654989,0.1908919388849839,0.09908993377973438,0.07537641966630905,0.06265029040731013,0.06074507047464023,0.05312419074396064
144,2010-2014,Washington Heights,941.0,1.0,2744.0,2743.0,1512.0,1110.0,983.0,191.0,40607.31132,9977.0,3012.0,26435.0,198.0,359.0,25394.0,1.0,26213.0,3.782863627766219e-05,0.9606203896349537,0.013580480423680727,0.007490069982977114,0.11393985246831852,0.37741630414223565,0.10380177794590505,0.10376394930962739,0.057196898051825235,0.04198978626820503,0.037185549460941936,0.007225269529033478
145,2010-2014,Washington Park,901.0,1.0,2223.0,905.0,543.0,290.0,115.0,96.0,22270.91633,3280.0,1388.0,11647.0,33.0,246.0,11070.0,11.0,11586.0,0.0009444492143899717,0.9504593457542715,0.021121318794539365,0.002833347643169915,0.11917231905211642,0.28161758392719155,0.19086460032626426,0.07770241263844767,0.046621447583068604,0.024899115652099253,0.009873787241349704,0.008242465871039753
146,2010-2014,West Elsdon,280.0,0.0,1108.0,1778.0,897.0,603.0,630.0,70.0,44883.38192,8149.0,1266.0,19192.0,3403.0,15371.0,135.0,260.0,19179.0,0.013547311379741559,0.0070341809087119634,0.8009066277615673,0.1773134639433097,0.06596498541058775,0.4246040016673614,0.05773238849520634,0.09264276781992496,0.04673822426010838,0.031419341392246766,0.03282617757398916,0.0036473530637765737
147,2010-2014,West Englewood,2241.0,0.0,4696.0,2829.0,1334.0,651.0,411.0,115.0,27061.45967,8987.0,5233.0,34272.0,258.0,1297.0,32203.0,11.0,34033.0,0.00032096171802054155,0.9396300186741363,0.03784430438842203,0.007528011204481793,0.1526902427637722,0.26222572362278246,0.1370214752567694,0.08254551820728291,0.03892390289449113,0.018995098039215685,0.011992296918767508,0.0033555088702147524
148,2010-2014,West Garfield Park,1492.0,0.0,2685.0,1386.0,749.0,445.0,132.0,35.0,25421.12299,4702.0,1213.0,18894.0,289.0,399.0,18091.0,49.0,18738.0,0.002593415899227268,0.9574997353657245,0.021117815179422038,0.015295861119932254,0.06420027521964645,0.2488620726156452,0.14210860590663701,0.0733566211495713,0.03964221445961681,0.023552450513390496,0.006986344871387742,0.001852439928019477
149,2010-2014,West Lawn,452.0,4.0,1721.0,2923.0,1581.0,1437.0,1084.0,304.0,48891.99255,14049.0,2074.0,33477.0,5350.0,26926.0,932.0,143.0,33462.0,0.0042715894494727725,0.027840009558801566,0.8043134092063208,0.15981121366908624,0.06195298264480091,0.4196612599695313,0.051408429668130355,0.08731367804761478,0.04722645398333184,0.04292499327896765,0.0323804403022971,0.009080861486991068
150,2010-2014,West Pullman,1158.0,1.0,3539.0,2291.0,1571.0,936.0,579.0,244.0,34154.35746,8796.0,3024.0,28171.0,279.0,1275.0,26308.0,51.0,28095.0,0.0018103723687480032,0.9338681622945583,0.04525930921870008,0.009903801781974371,0.10734443221752867,0.31223598736289093,0.12562564339214086,0.08132476660395442,0.055766568456923786,0.03322565759113982,0.020553051009903803,0.00866138937204927
151,2010-2014,West Ridge,743.0,41.0,6237.0,6375.0,4278.0,2718.0,2924.0,1713.0,48066.74566,32115.0,3555.0,73019.0,32839.0,13088.0,7644.0,17097.0,71452.0,0.23414453772305838,0.10468508196496802,0.17924101946068832,0.4497322614661937,0.048685958449170764,0.4398170339226777,0.08541612457031732,0.08730604363247922,0.058587490927018995,0.03722318848518879,0.0400443720127638,0.02345964748900971
152,2010-2014,West Town,1764.0,199.0,6995.0,6285.0,6198.0,4380.0,5931.0,7429.0,71267.18213,54058.0,4353.0,85211.0,49536.0,23740.0,6205.0,3351.0,84555.0,0.039325908626820484,0.07281923695297556,0.27860252784264944,0.5813333959230615,0.05108495382051613,0.6344016617572849,0.08209034044900307,0.07375808287662391,0.07273708793465633,0.05140181431974745,0.06960368966447994,0.08718357958479539
153,2010-2014,Woodlawn,1133.0,13.0,4381.0,2215.0,989.0,606.0,516.0,247.0,25801.33556,7508.0,2200.0,22817.0,1951.0,438.0,19339.0,640.0,21509.0,0.02804926151553666,0.8475697944515055,0.0191962133496954,0.08550642065126879,0.09641933645965728,0.32905289915413943,0.19200596046807206,0.09707674102642766,0.043344874435727744,0.026559144497523775,0.022614717096901434,0.01082526186615243
154,2015-2019,Albany Park,601.0,104.0,3037.0,3821.0,3000.0,2271.0,2623.0,2157.0,61759.0,26239.0,1447.0,49805.99998,16040.0,22399.0,2461.0,7391.0,48490.0,0.14839577566895384,0.049411717483601056,0.44972493291961807,0.32204955239210115,0.02905272458300314,0.5268240776319416,0.06097658919044958,0.07671766456921562,0.06023370680650271,0.04559691605252255,0.05266433765115221,0.04330803519387545
155,2015-2019,Archer Heights,146.0,7.0,839.0,1098.0,758.0,361.0,636.0,223.0,50458.0,5904.0,537.0,13700.97018,2104.0,10608.0,131.0,818.0,13699.0,0.059703801209207506,0.009561366697318073,0.7742517398866421,0.15356576741341393,0.039194304705800036,0.4309183891676786,0.06123653938206002,0.08014031018057438,0.055324549286771746,0.026348499066655148,0.04642007037781904,0.0162762196450529
156,2015-2019,Armour Square,441.0,28.0,2434.0,1046.0,630.0,496.0,385.0,421.0,31663.0,5872.0,525.0,13598.48056,1897.0,598.0,1135.0,9913.0,13574.0,0.7289785028747359,0.0834652073804928,0.04397550133351075,0.1395008796482774,0.03860725451520593,0.43181294954912225,0.17899058569525947,0.0769203585198198,0.04632870541824711,0.0364746633134136,0.028311986644484345,0.03095934123981275
157,2015-2019,Ashburn,516.0,0.0,2266.0,2094.0,2730.0,2070.0,2498.0,1466.0,70223.0,19834.0,2471.0,43355.99999,4110.0,17918.0,19888.0,410.0,42832.0,0.00945659193870666,0.4587139036024343,0.4132761325798681,0.0947965679709375,0.056993265074497944,0.4574684012495315,0.05226496910514462,0.04829781346256523,0.0629670633967541,0.04774425686127509,0.05761601625094936,0.03381308239547308
158,2015-2019,Auburn Gresham,1778.0,13.0,6701.0,4402.0,2584.0,1439.0,1539.0,496.0,34396.0,16843.0,3239.0,45909.00001,524.0,1001.0,43791.0,141.0,45803.0,0.003071293209812609,0.95386525497095,0.021804003567534903,0.011413883985402887,0.07055261494030525,0.36687795413385654,0.14596266524081059,0.09588533836592272,0.05628525995855164,0.03134461651716556,0.03352283865178443,0.010803981787709603
159,2015-2019,Austin,4171.0,40.0,12869.0,8222.0,4375.0,2503.0,3177.0,1514.0,33515.0,36750.0,5315.0,93727.00001,5288.0,14113.0,72886.0,440.0,92699.0,0.0046944850464973285,0.7776414479522825,0.1505756078664018,0.056419174831540624,0.056707245504848416,0.3920961942244928,0.1373030183258503,0.08772285466432055,0.04667811836005867,0.02670521834405185,0.03389631589255003,0.016153296273629447
160,2015-2019,Avalon Park,279.0,7.0,1204.0,964.0,703.0,436.0,456.0,221.0,44588.0,3760.0,640.0,9670.567015,93.0,9.0,9339.0,70.0,9658.0,0.007238458705825948,0.9657137979101218,0.0009306589764633361,0.009616809423454473,0.06618019388183724,0.38880863905579377,0.12450148974020629,0.09968391703451733,0.07269480671708059,0.04508525708200162,0.04715338814080903,0.02285284819982192
161,2015-2019,Avondale,474.0,76.0,2188.0,2938.0,2467.0,1696.0,2329.0,2021.0,66130.0,21620.0,1010.0,38117.99999,13234.0,21471.0,795.0,1591.0,38030.0,0.041738811071341315,0.020856288373171807,0.563277192025625,0.3471850570195669,0.02649666824767739,0.5671861064502823,0.05740070309496845,0.07707644684324373,0.06472007976932685,0.04449341519609985,0.0610997429196442,0.05301957082035248
162,2015-2019,Belmont Cragin,835.0,64.0,5051.0,5852.0,4092.0,3196.0,2789.0,1468.0,51689.0,37869.0,2548.0,78550.04844,10398.0,63777.0,1865.0,1453.0,78213.0,0.01849776071252032,0.023742824314418716,0.8119282071317333,0.13237420226344548,0.03243791761562407,0.48210027558322915,0.06430295207084662,0.07450027232599374,0.05209417538584525,0.04068743512540601,0.03550602520799668,0.018688721765987494
163,2015-2019,Beverly,93.0,17.0,663.0,1031.0,1033.0,1072.0,1358.0,2324.0,98636.0,9846.0,456.0,19791.00001,11383.0,978.0,6774.0,160.0,19764.0,0.008084482841653032,0.3422767923084853,0.049416401369604165,0.575160426165853,0.023040776098711142,0.49749886286822353,0.03350007577509975,0.05209438631090173,0.05219544234642239,0.05416603503907532,0.06861704811853012,0.1174271132750103
164,2015-2019,Bridgeport,226.0,30.0,2989.0,2982.0,2258.0,1464.0,1731.0,1554.0,54915.0,17854.0,1377.0,34479.51944,11806.0,7545.0,1039.0,13648.0,34452.0,0.39582918270510564,0.030133830658748882,0.21882555564991368,0.34240616434763166,0.039936751508274505,0.5178146415604452,0.08668914325216594,0.08648612418131778,0.06548815171073627,0.04245998853167311,0.05020371594831022,0.045070233728292365
165,2015-2019,Brighton Park,591.0,26.0,3344.0,4134.0,2158.0,1330.0,936.0,679.0,41650.0,18710.0,1963.0,44156.0,3014.0,35720.0,529.0,4514.0,44141.0,0.10222846272307275,0.01198025183440529,0.8089500860585198,0.06825799438354924,0.04445601956698977,0.42372497508832324,0.0757314974182444,0.09362261074372678,0.04887218045112782,0.030120481927710843,0.021197572243862668,0.015377298668357641
166,2015-2019,Burnside,85.0,20.0,412.0,233.0,57.0,84.0,97.0,5.0,29324.0,797.0,201.0,2006.000001,10.0,39.0,1931.0,0.0,2006.0,0.0,0.9626121630296051,0.019441674965383012,0.004985044862918721,0.1001994017446663,0.39730807557462205,0.20538384835225132,0.1161515453060062,0.02841475571863671,0.041874376848517254,0.04835493517031159,0.0024925224314593605
167,2015-2019,Calumet Heights,288.0,0.0,1336.0,1347.0,893.0,626.0,710.0,407.0,49478.0,5705.0,563.0,12815.0,143.0,477.0,12056.0,9.0,12810.0,0.0007023019898556379,0.9407725321888412,0.03722200546234881,0.011158798283261802,0.04393289114319157,0.44518142801404603,0.10425282871634803,0.10511119781506048,0.06968396410456497,0.04884900507218104,0.05540382364416699,0.03175965665236052
168,2015-2019,Chatham,1469.0,0.0,5559.0,3173.0,2150.0,1411.0,1166.0,471.0,34241.0,12586.0,2338.0,31009.43299,585.0,262.0,29667.0,124.0,30969.0,0.00399878321025695,0.9567088830539755,0.00844904194425259,0.018865227241938034,0.07539641246436089,0.4058764958410805,0.17926803117595475,0.10232370263020407,0.06933374114558423,0.045502283142520625,0.03760146147709358,0.015188926548637289
169,2015-2019,Chicago Lawn,1404.0,0.0,6013.0,4945.0,2552.0,1117.0,1219.0,522.0,34273.0,19469.0,4628.0,51352.00001,1525.0,26481.0,22177.0,265.0,51154.0,0.005160461130012373,0.431862439548243,0.5156761176749345,0.02969699329535422,0.09012307211206513,0.3791283688309845,0.1170937840557147,0.09629615202985352,0.04969621435393047,0.021751830498957812,0.023738121198056916,0.01016513475421305
170,2015-2019,Clearing,102.0,0.0,1366.0,2139.0,1949.0,1276.0,1398.0,709.0,60880.0,11339.0,1089.0,24976.0,10445.0,13502.0,567.0,126.0,24964.0,0.005044843049327354,0.022701793721973094,0.5405989750160154,0.4182014734144779,0.043601857783472135,0.45399583600256244,0.05469250480461243,0.08564221652786676,0.07803491351697629,0.051089045483664317,0.055973734785393976,0.028387251761691223
171,2015-2019,Douglas,642.0,15.0,4299.0,1864.0,1389.0,901.0,700.0,586.0,31856.0,8547.0,1287.0,21325.0,2440.0,730.0,14184.0,3168.0,18736.0,0.1485580304806565,0.6651348182883939,0.03423212192262603,0.11441969519343494,0.06035169988276671,0.40079718640093787,0.20159437280187573,0.08740914419695194,0.0651348182883939,0.04225087924970692,0.032825322391559206,0.027479484173505275
172,2015-2019,Dunning,152.0,41.0,2666.0,2729.0,2600.0,2460.0,3049.0,1972.0,72272.0,22381.0,796.0,43444.99997,27080.0,12855.0,722.0,2509.0,43232.0,0.057751179692312936,0.016618713327162193,0.2958913570923407,0.6233168378110141,0.018322016355153885,0.5151570955335416,0.061364944224673694,0.06281505355931527,0.05984578206457299,0.0566233168764806,0.07018068827495502,0.045390723935129974
173,2015-2019,East Garfield Park,1303.0,33.0,3429.0,1516.0,769.0,421.0,445.0,213.0,24617.0,6058.0,1247.0,18933.97988,1128.0,537.0,16727.0,119.0,17996.0,0.006284996643822356,0.8834381416908953,0.02836170754397147,0.059575430371694264,0.06586042701551661,0.3199538627586204,0.1811029705182089,0.08006768833642597,0.0406148102445327,0.022235156193690854,0.023502718542024775,0.011249615841463544
174,2015-2019,East Side,139.0,0.0,1509.0,2070.0,1153.0,1060.0,880.0,296.0,48090.0,9322.0,1211.0,23690.73364,3251.0,19422.0,867.0,106.0,23685.0,0.0044743232358590655,0.03659658722160197,0.8198142064797619,0.13722664943186624,0.051117032439861584,0.39348718117620946,0.06369579021614462,0.08737593488894589,0.04866881783910851,0.04474323235859065,0.03714532497694318,0.012494336583153616
175,2015-2019,Edgewater,389.0,109.0,6930.0,6547.0,4747.0,3064.0,3820.0,4167.0,55768.0,33849.0,1787.0,57649.00001,32630.0,8673.0,7096.0,7169.0,54327.0,0.12435601656154381,0.12308973267132305,0.1504449339710238,0.5660115525740236,0.030997935778418022,0.5871567589052443,0.12021023779767033,0.11356658396267644,0.08234314557367116,0.05314923067995121,0.06626307480333343,0.07228225987054723
176,2015-2019,Edison Park,11.0,12.0,569.0,430.0,546.0,645.0,874.0,1534.0,105233.0,6191.0,98.0,11111.70286,9246.0,1122.0,42.0,384.0,11104.0,0.03455815952227506,0.003779798697748835,0.10097462235414745,0.8320956847472791,0.008819530294747281,0.5571603270895961,0.05120727283378779,0.038697939048380925,0.04913738307073485,0.05804690857257139,0.07865581099601146,0.13805264767492173
177,2015-2019,Englewood,1429.0,27.0,4977.0,2239.0,939.0,444.0,256.0,128.0,22127.0,6389.0,2198.0,22921.0,140.0,846.0,21692.0,68.0,22741.0,0.0029667117490510884,0.9463810479472973,0.03690938440731207,0.006107935953928711,0.09589459447668078,0.2787400200689324,0.2171371231621657,0.09768334714890275,0.040966799005279005,0.019370882596745343,0.011168797172898216,0.005584398586449108
178,2015-2019,Forest Glen,25.0,10.0,757.0,891.0,617.0,639.0,1205.0,2872.0,123856.0,9670.0,342.0,19404.88675,13639.0,2935.0,231.0,2076.0,19380.0,0.10698336077637763,0.011904217889857047,0.15125056063519668,0.7028641896093518,0.017624426486281864,0.49832808222908076,0.039010791959401665,0.04591626900373433,0.03179611445039739,0.03292984948752664,0.06209775998821534,0.14800395575614478
179,2015-2019,Fuller Park,264.0,0.0,637.0,294.0,123.0,22.0,69.0,5.0,23148.0,679.0,210.0,2394.617536,87.0,133.0,2162.0,7.0,2386.0,0.0029232225584102625,0.9028581673261411,0.05554122860979499,0.036331480368813264,0.08769667675230788,0.2835525881657955,0.2660132528153339,0.12277534745323103,0.05136519638349462,0.009187270897860826,0.02881462236147259,0.002088016113150188
180,2015-2019,Gage Park,614.0,14.0,2568.0,3071.0,1931.0,900.0,920.0,438.0,42277.0,15496.0,2335.0,37478.0,1475.0,34222.0,1497.0,232.0,37429.0,0.006190298308340893,0.0399434334809755,0.9131223651208709,0.0393564224344949,0.06230321788782753,0.41346923528470036,0.06852019851646299,0.08194140562463312,0.051523560488820105,0.024014088265115533,0.02454773467100699,0.011686856289022893
181,2015-2019,Garfield Ridge,214.0,46.0,1787.0,2256.0,2102.0,1786.0,2230.0,2123.0,74962.0,17350.0,1530.0,37143.99999,15550.0,18916.0,1954.0,450.0,36875.0,0.012115011849050995,0.05260607367343476,0.5092612536369969,0.4186409650060955,0.04119104028677338,0.46710101240229945,0.04811005816500917,0.060736592736575654,0.05659056645934487,0.04808313591645573,0.060036614274186044,0.05715593367896725
182,2015-2019,Grand Boulevard,808.0,0.0,4352.0,2091.0,1318.0,1028.0,980.0,804.0,33503.0,9290.0,1485.0,22209.0,816.0,513.0,20139.0,157.0,21929.0,0.007069206177675717,0.906794542752938,0.023098743752532756,0.036741861407537484,0.06686478454680535,0.41829888783826374,0.19595659417353326,0.0941510198568148,0.059345310459723535,0.046287541086946736,0.04412625512179747,0.03620153991625017
183,2015-2019,Greater Grand Crossing,1659.0,0.0,5409.0,2974.0,1595.0,1030.0,705.0,421.0,29647.0,11112.0,2829.0,30148.99999,304.0,524.0,28839.0,4.0,29597.0,0.00013267438393733602,0.9565491395922084,0.01738034429579102,0.010083253179237538,0.0938339580396809,0.36856943857791946,0.17940893567926264,0.09864340445740934,0.05290391059501274,0.034163653863864024,0.023383860168955474,0.013963978909404616
184,2015-2019,Hegewisch,53.0,0.0,1075.0,561.0,592.0,505.0,567.0,238.0,57151.0,3872.0,257.0,9121.266363,3198.0,5515.0,385.0,1.0,9100.0,0.0001096338995269839,0.0422090513178888,0.6046309558913162,0.35060921068729456,0.028175912178434865,0.4245024589684817,0.1178564419915077,0.06150461763463797,0.06490326851997448,0.055365119261126874,0.06216242103179988,0.02609286808742217
185,2015-2019,Hermosa,247.0,0.0,1595.0,2185.0,1201.0,767.0,796.0,568.0,46915.0,11968.0,803.0,23481.0,2513.0,19362.0,910.0,518.0,23445.0,0.022060389250883692,0.03875473787317406,0.8245815765938418,0.10702269920361143,0.03419786210127337,0.5096886844682935,0.06792726033814574,0.09305395851965419,0.051147736467782465,0.032664707635960986,0.03389974873301819,0.024189770452706445
186,2015-2019,Humboldt Park,1802.0,39.0,5583.0,5009.0,2670.0,1815.0,1687.0,754.0,39492.0,24312.0,3154.0,55363.99999,4265.0,32318.0,17697.0,347.0,54977.0,0.006267610722900732,0.31964814686793735,0.5837367243305644,0.07703561882758393,0.056968427147057375,0.4391301207353389,0.1008417022073625,0.09047395421040279,0.04822628423672898,0.032783035913731495,0.030471064234966958,0.01361895817022234
187,2015-2019,Hyde Park,474.0,87.0,3763.0,2360.0,1894.0,1545.0,1591.0,2135.0,55377.0,14591.0,944.0,27482.0,13156.0,2047.0,7268.0,3719.0,24864.0,0.13532493996070155,0.26446401280838366,0.07448511753147515,0.47871333964049195,0.03434975620406084,0.5309293355650971,0.13692598791936542,0.0858743905101521,0.06891783712975766,0.05621861582126483,0.057892438687140675,0.07768721344880285
188,2015-2019,Irving Park,459.0,0.0,2744.0,4513.0,4185.0,2531.0,3010.0,3578.0,66878.0,30586.0,1203.0,53530.00002,22902.0,22426.0,1750.0,4529.0,53099.0,0.08460676253143778,0.03269194842791259,0.41894264882535304,0.42783485879774524,0.022473379405016484,0.5713805340663626,0.05126097513496695,0.08430786471723974,0.07818045952617954,0.0472818979834553,0.05623015129600966,0.06684102370004072
189,2015-2019,Jefferson Park,100.0,21.0,1617.0,1758.0,1711.0,1542.0,2003.0,1750.0,76694.0,14397.0,673.0,27503.0,17060.0,6806.0,293.0,2625.0,27468.0,0.09544413336726902,0.010653383267279933,0.2474639130276697,0.6202959677126132,0.024470057811875067,0.5234701668908847,0.05879358615423772,0.06392029960367959,0.06221139512053231,0.05606661091517289,0.07282841871795805,0.06362942224484602
190,2015-2019,Kenwood,381.0,13.0,3195.0,1644.0,1221.0,965.0,1166.0,1380.0,49114.0,8654.0,1022.0,17954.0,3411.0,435.0,12108.0,1245.0,17783.0,0.0693438788013813,0.6743901080539155,0.02422858415951877,0.1899855185473989,0.056923248301214216,0.4820095800378746,0.1779547733095689,0.09156733875459508,0.06800712933051131,0.053748468307897965,0.06494374512643422,0.07686309457502506
191,2015-2019,Lake View,1059.0,217.0,5824.0,7523.0,8491.0,6879.0,9507.0,15236.0,92779.0,73746.0,2153.0,101316.0,78668.0,8674.0,4044.0,7023.0,100930.0,0.06931777804098069,0.03991472225512259,0.08561332859568084,0.7764617631963362,0.02125034545382763,0.727881084922421,0.057483516917367444,0.07425283272138655,0.0838070985826523,0.06789648229302381,0.093835129693237,0.15038098622132734
192,2015-2019,Lincoln Park,685.0,179.0,3959.0,2832.0,3725.0,3769.0,5863.0,12247.0,115389.0,45591.0,1255.0,69464.99999,54642.0,4340.0,3414.0,4995.0,65585.0,0.0719067156225303,0.049147052479543235,0.06247750666702333,0.7866119629722323,0.018066652273528633,0.6563161305198757,0.05699273016007957,0.040768732461062225,0.053624127266051126,0.05425753977603938,0.08440221695593497,0.1763046138596854
193,2015-2019,Lincoln Square,229.0,110.0,2083.0,3655.0,2825.0,2482.0,3701.0,3601.0,81149.0,26160.0,1206.0,42103.0,27165.0,7611.0,1470.0,3820.0,41466.0,0.09072987673087428,0.03491437664774481,0.18077096643944612,0.6452034296843455,0.02864403961712942,0.621333396670071,0.04947390922262072,0.08681091608673966,0.06709735648291096,0.058950668598437166,0.08790347481177113,0.08552834714865924
194,2015-2019,Logan Square,944.0,127.0,4584.0,4592.0,4471.0,3906.0,5628.0,6584.0,82908.0,46908.0,1673.0,72336.00001,36236.0,28312.0,2933.0,2831.0,71896.0,0.03913680601095764,0.040546892274863564,0.39139570885984903,0.5009400574401487,0.02312817960308447,0.6484737888950904,0.06337093562494872,0.06348153062603938,0.061808781234543135,0.053998009282515205,0.07780358326727997,0.09101968589761396
195,2015-2019,Loop,1475.0,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2015-2019,Lower West Side,449.0,62.0,2814.0,3203.0,2493.0,1374.0,1611.0,970.0,52104.0,18526.0,1153.0,33202.99999,6944.0,23327.0,1140.0,1327.0,33081.0,0.03996626812034042,0.03433424691574082,0.7025569980732335,0.20913772858149499,0.03472577780162208,0.5579616301412408,0.08475137791306551,0.09646718672905076,0.07508357680784375,0.041381802861603416,0.04851971208882322,0.029214227638832104
197,2015-2019,Mckinley Park,165.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2015-2019,Montclare,76.0,18.0,1145.0,1047.0,647.0,514.0,697.0,538.0,53285.0,6915.0,390.0,14317.95158,4506.0,8581.0,388.0,460.0,14260.0,0.032127500741275725,0.027098848451336918,0.599317573610624,0.3147098224786705,0.02723853323716855,0.48296014701287315,0.07996953988861023,0.07312498538286019,0.04518802821653347,0.03589898995872984,0.04868014786232431,0.03757520738870944
199,2015-2019,Morgan Park,258.0,12.0,1753.0,1692.0,1220.0,895.0,1424.0,1125.0,63501.0,9031.0,1058.0,21067.61724,6320.0,901.0,13216.0,61.0,20698.0,0.002895438971816065,0.6273134664183789,0.04276705760010286,0.2999864639652054,0.050219252986580275,0.42866736646673576,0.08320827078022232,0.08031283180840626,0.0579087794363213,0.042482260324186526,0.06759188681747666,0.05339948923431267
200,2015-2019,Mount Greenwood,34.0,0.0,659.0,937.0,588.0,1075.0,1700.0,1733.0,102256.0,9464.0,401.0,19190.00001,15899.0,2010.0,678.0,354.0,18456.0,0.01844710785906873,0.03533090149279265,0.10474205309810211,0.8285044289585699,0.020896300145442262,0.49317352762210864,0.03434080248340761,0.048827514304936155,0.03064095881675823,0.056018759741522275,0.08858780610287244,0.09030745175075172
201,2015-2019,Near North Side,1731.0,273.0,7958.0,5192.0,7297.0,6867.0,9676.0,20179.0,106026.0,63434.0,1819.0,93317.99999,65416.0,5257.0,7649.0,12506.0,91047.0,0.13401487388649724,0.08196703745064908,0.05633425491934399,0.7010008787909087,0.019492488053697302,0.6797616752051868,0.0852782957291496,0.05563771191577592,0.07819498918517274,0.07358708931541472,0.10368846311576421,0.21623909644615608
