,names_doingbusiness,keep_row,ID,LATITUDE,LONGITUDE,LOCATION,year
242266,aramark @ loyola connections cafe,1,1883449-20080311,42.000928173,-87.657702107,"(42.00092817257049, -87.65770210686595)",2008.0
242335,buna seara cafe,1,1770396-20090916,41.968454449,-87.694619915,"(41.96845444863656, -87.69461991509863)",2009.0
242366,3way cafe,1,1593157-20070516,41.932717361,-87.643563904,"(41.93271736139288, -87.64356390436757)",2007.0
242408,cafeteria marianao,1,1045614-20041116,41.921614362,-87.695481429,"(41.92161436223205, -87.6954814291355)",2004.0
242409,heartland cafe,1,1926805-20080822,42.006736696,-87.666278825,"(42.006736696130794, -87.66627882515283)",2008.0
242466,cafe il cortile,1,1244504-20030516,41.966453173,-87.838385258,"(41.96645317297049, -87.83838525840713)",2003.0
242506,intelligentsia coffee & tea inc.,1,1694958-20060404,41.884387619,-87.625868849,"(41.8843876187293, -87.62586884949191)",2006.0
242508,o'briens riverwalk cafe,1,2664166-20190501,41.887436519,-87.626344413,"(41.887436518969736, -87.62634441347357)",2019.0
242651,"southport grocery and cafe, inc.",1,1357037-20030922,,,,2003.0
242750,full shilling,1,2616295-20210211,41.949706195,-87.658701413,"(41.94970619451691, -87.65870141348526)",2021.0
242806,"bourgeois pig ! coffee, tea & spices co.",1,39259-20060516,41.925575954,-87.647858308,"(41.92557595368561, -87.64785830762409)",2006.0
242824,spiaggia/cafe spiaggia,1,17499-20071116,41.900801649,-87.624272468,"(41.90080164945196, -87.6242724679302)",2007.0
242855,dock street cafe,1,42628-20110316,41.892249163,-87.609518049,"(41.892249163400116, -87.60951804879336)",2011.0
242897,stan's donuts & coffee,1,2452201-20160517,41.941883022,-87.644605003,"(41.94188302202727, -87.64460500300291)",2016.0
242999,ciao! cafe,1,1616967-20050912,41.881605188,-87.651185341,"(41.88160518844163, -87.65118534061985)",2005.0
243111,cafe lura,1,12700-20030516,41.938623091,-87.72332836,"(41.93862309072771, -87.72332836035943)",2003.0
243199,cornerstone cafe,1,1677226-20091116,41.931968066,-87.687741249,"(41.93196806631448, -87.6877412495)",2009.0
243207,argo tea cafe - o'hare t2,1,2109577-20110817,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)",2011.0
243245,nola cafe & bar,1,2333111-20200416,41.945603317,-87.655056884,"(41.94560331705567, -87.6550568841995)",2020.0
243275,i-cafe sukur's place pide ve lahmacun,1,1767227-20140616,41.95431724,-87.674833567,"(41.954317240426086, -87.67483356699346)",2014.0
243364,starbucks coffee #238,1,23073-20030516,41.882093367,-87.630391645,"(41.882093367301316, -87.63039164462683)",2003.0
243427,"cafe utjeha, inc.",1,1592606-20050429,41.979183081,-87.692817177,"(41.979183080876915, -87.69281717734684)",2005.0
243484,starbuck coffee #2615,1,1357036-20060516,41.939404859,-87.683077146,"(41.939404858528796, -87.68307714601951)",2006.0
243531,starbucks coffee #232,1,23041-20030516,41.886831512,-87.626556085,"(41.886831512316874, -87.62655608493642)",2003.0
243589,cafe istanbul,1,2601247-20181025,41.903289142,-87.677914096,"(41.903289141646646, -87.67791409556975)",2018.0
243608,scholars books & cafe inc,1,1042561-20020216,41.983172868,-87.709631804,"(41.983172867540866, -87.70963180356463)",2002.0
243713,perfect peace cafe & bakery llc.,1,1847555-20070907,41.750582474,-87.655399582,"(41.75058247389794, -87.65539958196983)",2007.0
243725,rumor's cafe,1,39482-20031116,41.984430647,-87.697094473,"(41.984430646590845, -87.69709447302681)",2003.0
243726,"breakthrough, the bridge cafe",1,2384872-20160816,41.887402155,-87.707085604,"(41.887402155077424, -87.70708560385715)",2016.0
243799,sheba cafe,1,1300702-20070816,41.980121882,-87.659825994,"(41.98012188237635, -87.65982599361637)",2007.0
243873,"bourgeois pig ! coffee, tea & spices co.",1,39259-20040516,41.925575954,-87.647858308,"(41.92557595368561, -87.64785830762409)",2004.0
243878,"zaleski & horvath marketcafe, ltd.",1,2049909-20110116,41.791363239,-87.59386259,"(41.79136323943426, -87.59386259028854)",2011.0
243881,press relay cafe # 4053,1,1145299-20060516,41.881994338,-87.639758685,"(41.88199433820508, -87.6397586848809)",2006.0
243921,"star lounge coffee bar, inc.",1,2163895-20120705,41.896059477,-87.67467547,"(41.896059477375616, -87.67467546958241)",2012.0
243960,tea leaf cafe',1,1304974-20030816,41.849954002,-87.632094196,"(41.84995400192252, -87.63209419559098)",2003.0
244005,edgewater beach cafe,1,7556-20190716,41.982989018,-87.65502138,"(41.98298901767028, -87.65502137980539)",2019.0
244028,starbucks coffee  #2635,1,1276339-20150416,41.968723711,-87.659414087,"(41.96872371055819, -87.65941408749583)",2015.0
244092,cafe lura,1,12700-20040216,41.938623091,-87.72332836,"(41.93862309072771, -87.72332836035943)",2004.0
244114,cafe #10,1,9648-20140216,41.927927019,-87.806246035,"(41.927927018691754, -87.80624603489264)",2014.0
244181,cafe bolero,1,33206-20030516,41.923199893,-87.687738508,"(41.92319989266042, -87.68773850836422)",2003.0
244227,china garden cafe,1,62128-20020816,41.852010428,-87.632141867,"(41.852010428019845, -87.63214186708234)",2002.0
244229,arturo express,1,53931-20061116,41.879616268,-87.639764523,"(41.87961626801739, -87.63976452343368)",2006.0
244265,native foods cafe,1,2293826-20131115,41.891866049,-87.622945328,"(41.89186604863544, -87.62294532803021)",2013.0
244477,camille's sidewalk cafe,1,1496159-20060216,41.889225372,-87.632674115,"(41.88922537162015, -87.63267411498495)",2006.0
244480,cafe touche,1,1887592-20090722,42.003521558,-87.817099825,"(42.003521558416075, -87.81709982508472)",2009.0
244677,shokolad pastry & cafe,1,1975804-20090615,41.883322199,-87.629775097,"(41.88332219914999, -87.62977509664286)",2009.0
244694,berghoff cafe,1,64541-20180416,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)",2018.0
244842,earwax records & cafe,1,1354828-20041116,41.909962434,-87.676591131,"(41.9099624339063, -87.67659113132366)",2004.0
244937,starbucks coffee #2689,1,1382682-20090416,41.878014487,-87.63318903,"(41.878014487249544, -87.63318903001444)",2009.0
244975,gargoyle cafe,1,33353-20060816,41.788690225,-87.599498495,"(41.788690225349605, -87.59949849486094)",2006.0
245026,dollop coffee and tea,1,2142688-20140416,41.957940147,-87.64965206,"(41.95794014690388, -87.6496520597932)",2014.0
245088,subterranean cafe & cabaret,1,38554-20111116,41.910364022,-87.678062723,"(41.910364021765275, -87.67806272285702)",2011.0
245182,chef sara's cafe,1,2108057-20191016,41.764509173,-87.564739392,"(41.764509172574805, -87.56473939232829)",2019.0
245208,edgewater beach cafe,1,7557-20050816,41.982989018,-87.65502138,"(41.98298901767028, -87.65502137980539)",2005.0
245229,dark matter coffee llc,1,2147590-20180716,41.894997299,-87.68697066,"(41.89499729917686, -87.68697066032341)",2018.0
245247,manny's cafe midway,1,1198021-20050216,41.789329323,-87.741645644,"(41.789329323265385, -87.74164564419637)",2005.0
245371,starbucks coffee #2929,1,1422752-20031119,41.992344902,-87.710323101,"(41.99234490246529, -87.71032310131032)",2003.0
245408,doppio coffee house,1,2664105-20190917,41.937724819,-87.666319585,"(41.937724818923385, -87.66631958490133)",2019.0
245562,caribou coffee company,1,1092854-20080216,41.880527592,-87.635623854,"(41.88052759161976, -87.63562385358797)",2008.0
245814,spiaggia/cafe spiaggia,1,17498-20040516,41.900801649,-87.624272468,"(41.90080164945196, -87.6242724679302)",2004.0
245817,president's plaza - cafeteria,1,20455-20050816,41.98109378,-87.844075627,"(41.98109378013414, -87.844075627491)",2005.0
245888,starbucks coffee #11048,1,1767602-20090416,41.885814724,-87.642847134,"(41.88581472403691, -87.64284713389955)",2009.0
245981,thyme cafe,1,81823-20030516,41.909420031,-87.676195083,"(41.909420030729095, -87.67619508256817)",2003.0
245995,cru cafe & wine bar,1,71675-20030516,41.899173064,-87.627017382,"(41.89917306355854, -87.62701738238093)",2003.0
246098,540 cafe,1,2427778-20170916,41.881966449,-87.641275825,"(41.8819664487557, -87.64127582547708)",2017.0
246119,"kc coffee shop & shop restaurant, inc.",1,1143492-20020816,41.878064049,-87.64663772,"(41.878064049349405, -87.64663771986744)",2002.0
246219,"shokolad pastry & cafe, inc",1,1883567-20201116,41.895815261,-87.690481552,"(41.89581526130298, -87.69048155172551)",2020.0
246332,starbucks coffee #23829,1,2405427-20170416,41.897740856,-87.623961316,"(41.897740856252504, -87.62396131598219)",2017.0
246348,starbucks coffee #2378,1,23124-20020516,41.964622923,-87.685770718,"(41.964622923210825, -87.68577071779451)",2002.0
246479,"pie cafe, llc",1,2002759-20100106,41.966157929,-87.701205631,"(41.966157928904785, -87.70120563065224)",2010.0
246651,latin american cafeteria,1,1247328-20020701,41.995166935,-87.670033985,"(41.99516693518811, -87.6700339849752)",2002.0
246680,wan shi da bakery & cafe,1,1743192-20100616,41.85202315,-87.631848443,"(41.852023150198406, -87.63184844304722)",2010.0
246711,starbucks coffee #16309,1,2157525-20160516,41.879489329,-87.624498125,"(41.87948932869769, -87.6244981249339)",2016.0
246732,lake shore parking valet services inc./ sai cafe,1,2108257-20130701,41.918474961,-87.653528118,"(41.91847496076938, -87.65352811844411)",2013.0
246931,pause,1,1380797-20030807,41.978062148,-87.658205522,"(41.97806214845714, -87.65820552187341)",2003.0
247002,starbucks coffee #2401,1,23128-20040516,41.896317588,-87.635840254,"(41.89631758778245, -87.63584025366825)",2004.0
247220,city cafe inc.,1,2391792-20170516,41.940144386,-87.72735832,"(41.94014438603069, -87.72735832046867)",2017.0
247293,polygon cafe,1,2247190-20200216,41.976357481,-87.668567779,"(41.97635748112271, -87.66856777865902)",2020.0
247331,ceres cafe,1,18239-20070516,41.878025655,-87.632062286,"(41.878025655260835, -87.63206228626693)",2007.0
247508,cafe brauer,1,82245-20150916,41.919078039,-87.634538115,"(41.91907803902013, -87.63453811504745)",2015.0
247530,cafe #10,1,2470707-20161123,41.927927019,-87.806246035,"(41.927927018691754, -87.80624603489264)",2016.0
247558,geja's cafe,1,257-20090416,41.918445336,-87.638007427,"(41.918445336371185, -87.63800742700411)",2009.0
247698,1155 cafe,1,33354-20130716,41.785857336,-87.597378521,"(41.78585733608693, -87.5973785211828)",2013.0
247759,estelles cafe & pub ltd,1,19553-20171116,41.910364204,-87.678130428,"(41.910364204247294, -87.6781304283268)",2017.0
247848,allen's new american cafe,1,1277736-20050216,41.894671024,-87.634904368,"(41.894671023719845, -87.63490436761396)",2005.0
247875,big shoulders coffee works,1,2152021-20180616,41.896156347,-87.655474544,"(41.89615634694855, -87.65547454445932)",2018.0
247970,china night cafe,1,1953633-20160516,41.869540615,-87.655838762,"(41.86954061491065, -87.65583876211008)",2016.0
248004,lucy's cafe,1,2476471-20160801,41.943296211,-87.680941115,"(41.943296210740584, -87.68094111525112)",2016.0
248021,bien me sabe venezuelan cafe & restaurant,1,2437491-20171216,41.961461421,-87.670756999,"(41.96146142077134, -87.67075699851459)",2017.0
248041,liberty cafe inc,1,2432031-20151214,41.968691672,-87.710780922,"(41.96869167173921, -87.71078092200098)",2015.0
248487,starbucks coffee #2223,1,23081-20030516,41.943047201,-87.671180893,"(41.94304720068851, -87.6711808928035)",2003.0
248510,starbucks coffee #203,1,23023-20040516,41.884525461,-87.637216392,"(41.88452546095621, -87.63721639247488)",2004.0
248517,express cafe,1,2438158-20160407,41.931917684,-87.725544755,"(41.931917684341876, -87.725544754742)",2016.0
248645,cafecito,1,1914557-20141016,41.8757876,-87.62663329,"(41.875787600378416, -87.62663328984893)",2014.0
248685,papa bear's cafe,1,1227387-20031116,41.968674151,-87.712300265,"(41.96867415066672, -87.71230026500567)",2003.0
248727,sabor a cafe restaurant,1,1193489-20050216,41.990381096,-87.691099599,"(41.990381095595595, -87.691099598697)",2005.0
248757,starbucks coffee #10955,1,1743556-20061003,41.893404102,-87.626696815,"(41.89340410169577, -87.6266968151909)",2006.0
248780,the moody bible institute of chicago (coffee cove),1,19012-20060216,41.897254399,-87.632868362,"(41.8972543988917, -87.63286836160606)",2006.0
248862,"ace coffee bar, inc.",1,2134493-20160316,41.808085352,-87.715395437,"(41.80808535176826, -87.71539543726277)",2016.0
248894,eurest dining services at cafe 300,1,1948511-20090624,41.88752864,-87.632646837,"(41.887528639656935, -87.63264683652446)",2009.0
248909,cafe descartes,1,1767210-20071116,41.887418889,-87.624404399,"(41.88741888866768, -87.62440439931636)",2007.0
249008,starbucks coffee #2229,1,23085-20130416,41.878006063,-87.634022032,"(41.87800606262711, -87.63402203216754)",2013.0
249043,expo cafe,1,1225533-20020425,41.908617231,-87.64958844,"(41.90861723050099, -87.64958844044676)",2002.0
249080,starbucks coffee #2215,1,23051-20150416,41.897542251,-87.628369943,"(41.89754225054248, -87.62836994336708)",2015.0
249097,caponies cafe & pizza,1,48777-20061116,41.941242142,-87.807009257,"(41.941242141901604, -87.80700925680553)",2006.0
249107,paris cafe,1,1166647-20040816,41.938556717,-87.759257199,"(41.93855671746133, -87.75925719937484)",2004.0
249133,absinthe cafe,1,34115-20141116,41.910594347,-87.677329263,"(41.910594346670926, -87.67732926334)",2014.0
249180,renaissance cafe,1,1474073-20090316,41.886704229,-87.62805356,"(41.88670422864661, -87.62805355978018)",2009.0
249194,eleni's cafe,1,2177751-20150616,41.905428783,-87.659463023,"(41.905428782683515, -87.65946302273483)",2015.0
249223,coffee chicago,1,65636-20040816,41.977994211,-87.660061201,"(41.97799421086391, -87.66006120070982)",2004.0
249231,bar rista cafe,1,1992039-20121016,41.96160567,-87.675966767,"(41.961605669949854, -87.67596676683779)",2012.0
249353,flamingo cafe,1,33012-20050216,41.79456475,-87.769144491,"(41.79456474995328, -87.76914449094998)",2005.0
249447,charmers cafe/the dagel and beli shop,1,1681183-20061116,42.016157042,-87.668252474,"(42.01615704190619, -87.66825247379121)",2006.0
249601,rubin's chicago room gallery cafe,1,1676790-20060130,41.942407683,-87.649494692,"(41.942407682933386, -87.6494946921238)",2006.0
249668,thai star cafe,1,69210-20020216,41.894183225,-87.628285807,"(41.89418322482492, -87.62828580708)",2002.0
249678,cafe salsa,1,1046530-20050516,41.891688517,-87.624307178,"(41.89168851736832, -87.62430717812579)",2005.0
249700,starbucks coffee #2565,1,1196269-20130416,41.87685514,-87.641544074,"(41.876855139603904, -87.6415440740816)",2013.0
249897,cafe desartes,1,1302003-20021202,41.869151604,-87.666522092,"(41.869151603846966, -87.66652209159686)",2002.0
249987,d4 irish pub & cafe,1,1804578-20210316,41.892518301,-87.618502427,"(41.89251830082217, -87.61850242693725)",2021.0
250290,cafe lura,1,12698-20081216,41.938623091,-87.72332836,"(41.93862309072771, -87.72332836035943)",2008.0
250462,starbucks coffee,1,1248521-20070516,41.859231663,-87.687485554,"(41.85923166317091, -87.68748555402212)",2007.0
250563,the rhythm cafe,1,1118792-20020216,41.89495293,-87.63051041,"(41.894952929784814, -87.63051041024461)",2002.0
250654,starbucks coffee #2375,1,23114-20090416,41.884779705,-87.630800667,"(41.884779704626446, -87.63080066748626)",2009.0
250859,divinity school coffee shop,1,33337-20060816,41.789423469,-87.600059532,"(41.789423468509305, -87.60005953245002)",2006.0
250873,ceres cafe,1,18240-20050516,41.878025655,-87.632062286,"(41.878025655260835, -87.63206228626693)",2005.0
250880,joy & james cafe,1,1221335-20070216,41.967944262,-87.745327672,"(41.96794426205111, -87.74532767201778)",2007.0
250966,bounce sporting club chicago,1,2548789-20200216,41.896669492,-87.636709822,"(41.89666949224299, -87.63670982192384)",2020.0
251197,north pond cafe,1,55868-20040516,41.929904874,-87.636403135,"(41.929904873573534, -87.6364031351437)",2004.0
251330,corner bakery cafe,1,1649399-20080916,41.885761124,-87.632595153,"(41.88576112449132, -87.63259515310935)",2008.0
251334,la catrina cafe,1,2262124-20130524,41.859835673,-87.648934129,"(41.85983567285946, -87.64893412853546)",2013.0
251342,yellow rose cafe inc,1,50484-20021116,41.983768467,-87.766175687,"(41.98376846724376, -87.7661756872335)",2002.0
251408,west river cafe,1,1646219-20061116,41.961225359,-87.708396949,"(41.961225358561954, -87.70839694891846)",2006.0
251486,starbucks coffee # 2449,1,1275183-20021213,41.954854382,-87.679075957,"(41.954854381935924, -87.67907595717729)",2002.0
251707,the living room cafe,1,1798436-20150716,41.778708617,-87.605547143,"(41.77870861700345, -87.6055471428117)",2015.0
251739,starbucks coffee #2229,1,23085-20070516,41.878006063,-87.634022032,"(41.87800606262711, -87.63402203216754)",2007.0
251742,hyatt center cafe,1,1592501-20160416,41.880717575,-87.636589107,"(41.880717575265145, -87.63658910737162)",2016.0
251861,tech central cafe,1,1330301-20060816,41.954183774,-87.66879773,"(41.95418377373853, -87.66879773043033)",2006.0
251942,lotus cafe & banh mi sandwiches,1,2184200-20161016,41.864687023,-87.645820964,"(41.86468702282133, -87.64582096372712)",2016.0
252080,starbucks coffee #2443,1,1046017-20060516,41.910278011,-87.677515948,"(41.91027801081319, -87.67751594839523)",2006.0
252092,oak street beach cafe,1,1358610-20100116,41.789329323,-87.741645644,"(41.789329323265385, -87.74164564419637)",2010.0
252189,intelligentsia coffee,1,1228475-20021116,41.886928139,-87.673923954,"(41.88692813910918, -87.67392395432951)",2002.0
