,Unnamed: 0,LONGITUDE,LATITUDE,CCA
1082,133285,-87.766390515,41.939654264,PORTAGE PARK
1083,133449,-87.804534636,41.923853045,"MONTCLARE, GALEWOOD"
1084,133488,-87.624272468,41.900801649,STREETERVILLE
1085,133497,-87.701204916,41.965968696,"NORTH PARK,ALBANY PARK"
1086,133565,-87.671180893,41.943047201,LAKE VIEW
1087,133880,-87.766390515,41.939654264,PORTAGE PARK
1088,133921,-87.659646729,41.983739152,EDGEWATER
1089,133969,-87.678130428,41.910364204,"WICKER PARK,WEST TOWN"
1090,134099,-87.639098928,41.868889711,WEST LOOP
1091,134105,-87.629775097,41.883322199,LOOP
1092,134247,-87.633697175,41.882448969,LOOP
1093,134257,-87.631780113,41.848867887,"ARMOUR SQUARE,CHINATOWN"
1094,134394,-87.747161464,41.944316998,PORTAGE PARK
1095,134438,-87.639098928,41.868889711,WEST LOOP
1096,134452,-87.655302451,41.94711896,WRIGLEYVILLE
1097,134457,-87.632831712,41.895283321,RIVER NORTH
1098,134483,-87.666163368,41.923033692,LINCOLN PARK
1099,134506,-87.637120956,41.889682961,RIVER NORTH
1100,134564,-87.625935647,41.884387319,LOOP
1101,134617,-87.702269679,41.939255927,"IRVING PARK,AVONDALE"
1102,134648,-87.838385258,41.966453173,
1103,134739,-87.672920781,41.921365862,BUCKTOWN
1104,134758,-87.710782676,41.968540487,"NORTH PARK,ALBANY PARK"
1105,134772,-87.747161464,41.944316998,PORTAGE PARK
1106,134809,-87.629907391,41.880598955,LOOP
1107,134890,-87.644594209,41.940150607,LAKE VIEW
1108,134938,-87.747161464,41.944316998,PORTAGE PARK
1109,134968,-87.636523872,41.878560154,LOOP
1110,134976,-87.755099396,41.961553844,PORTAGE PARK
1111,134980,-87.604982748,41.798543632,HYDE PARK
1112,135144,-87.625867137,41.891590741,RIVER NORTH
1113,135291,-87.628369943,41.897542251,RUSH & DIVISION
1114,135345,-87.636297703,41.886025413,LOOP
1115,135374,-87.653208325,41.917732851,LINCOLN PARK
1116,135463,-87.630562518,41.893127755,RIVER NORTH
1117,135519,-87.609518049,41.892249163,
1118,135581,-87.914428439,42.008536401,
1119,135674,-87.678062723,41.910364022,"WICKER PARK,WEST TOWN"
1120,135754,-87.661700146,41.869228788,"LITTLE ITALY, UIC"
1121,135842,-87.625868849,41.884387619,LOOP
1122,135955,-87.630562518,41.893127755,RIVER NORTH
1123,135967,-87.740458945,41.902331663,HUMBOLDT PARK
1124,136103,-87.641119667,41.884187507,WEST LOOP
1125,136109,-87.747161464,41.944316998,PORTAGE PARK
1126,136182,-87.638887444,41.881664289,WEST LOOP
1127,136183,-87.655871437,41.896681981,"WICKER PARK,WEST TOWN"
1128,136196,-87.666849361,41.877924584,UNITED CENTER
1129,136293,-87.634904368,41.894671024,RIVER NORTH
1130,136307,-87.639764523,41.879616268,WEST LOOP
1131,136404,-87.668350598,41.926806505,LINCOLN PARK
1132,136405,-87.653502812,41.943662302,LAKE VIEW
1133,136409,-87.657215079,41.973170643,UPTOWN
1134,136438,-87.697226743,41.984507613,WEST RIDGE
1135,136488,-87.638887444,41.881664289,WEST LOOP
1136,136519,-87.747161464,41.944316998,PORTAGE PARK
1137,136684,-87.596601477,41.79517545,HYDE PARK
1138,136710,-87.747161464,41.944316998,PORTAGE PARK
1139,136788,-87.709805175,41.930392308,LOGAN SQUARE
1140,136894,-87.635094409,41.853605986,"ARMOUR SQUARE,CHINATOWN"
1141,136938,-87.635840254,41.896317588,RIVER NORTH
1142,137063,-87.627332923,41.900035302,RUSH & DIVISION
1143,137173,-87.654918585,41.852624946,LOWER WEST SIDE
1144,137182,-87.654918585,41.852624946,LOWER WEST SIDE
1145,137190,-87.588936218,41.80073555,HYDE PARK
1146,137196,-87.64868497,41.918943199,LINCOLN PARK
1147,137364,-87.652417194,41.921647052,LINCOLN PARK
1148,137367,-87.670532173,41.706454243,BEVERLY
1149,137379,-87.730729527,41.778454631,WEST LAWN
1150,137428,-87.676195083,41.909420031,"WICKER PARK,WEST TOWN"
1151,137496,-87.661700146,41.869228788,"LITTLE ITALY, UIC"
1152,137551,-87.741645644,41.789329323,MIDWAY AIRPORT
1153,137552,-87.66419709,41.869409054,"LITTLE ITALY, UIC"
1154,137554,-87.638007427,41.918445336,LINCOLN PARK
1155,137650,-87.623895683,41.852973826,NEAR SOUTH SIDE
1156,137717,-87.66910712,41.997985219,EDGEWATER
1157,137836,-87.670532173,41.706454243,BEVERLY
1158,137855,-87.693220135,41.968467022,LINCOLN SQUARE
1159,137914,-87.682232446,41.928487995,BUCKTOWN
1160,137941,-87.624498125,41.879489329,LOOP
1161,137952,-87.651954819,41.874243182,"LITTLE ITALY, UIC"
1162,137970,-87.634860726,41.911255209,OLD TOWN
1163,138040,-87.668912756,41.943432313,LAKE VIEW
1164,138322,-87.668912756,41.943432313,LAKE VIEW
1165,138368,-87.63030327,41.883320033,LOOP
1166,138590,-87.657382024,41.983559426,EDGEWATER
1167,138784,-87.625383771,41.882205471,LOOP
1168,138829,-87.677830971,41.903071092,UKRAINIAN VILLAGE AND EAST VILLAGE
1169,138904,-87.605547143,41.778708617,WOODLAWN
1170,139020,-87.632120577,41.878542932,LOOP
1171,139228,-87.629781008,41.878050681,LOOP
1172,139233,-87.838385258,41.966453173,
1173,139302,-87.698705922,41.997465599,WEST RIDGE
1174,139329,-87.654918585,41.852624946,LOWER WEST SIDE
1175,139365,-87.660135907,41.99052009,EDGEWATER
1176,139504,-87.642058833,41.867728804,WEST LOOP
1177,139561,-87.698823221,41.851744547,LITTLE VILLAGE
1178,139624,-87.725096056,41.867880142,NORTH LAWNDALE
1179,139743,-87.649469468,41.951390151,LAKE VIEW
1180,139791,-87.731098276,41.952810606,"IRVING PARK,AVONDALE"
1181,139882,-87.647063465,41.876953377,GREEKTOWN
1182,139991,-87.699692085,41.994787517,WEST RIDGE
1183,140172,-87.622166271,41.886027278,LOOP
1184,140187,-87.632531427,41.882694669,LOOP
1185,140216,-87.624307178,41.891688517,STREETERVILLE
1186,140263,-87.639098928,41.868889711,WEST LOOP
1187,140378,-87.647493345,41.89175404,"WICKER PARK,WEST TOWN"
1188,140520,-87.603744686,41.785790958,WOODLAWN
1189,140627,-87.793740718,41.938301332,DUNNING
1190,140706,-87.630950486,41.878814822,LOOP
1191,140734,-87.778536737,41.931212766,"BELMONT CRAGIN,HERMOSA"
1192,140746,-87.634860726,41.911255209,OLD TOWN
1193,140824,-87.620970559,41.88820137,LOOP
1194,140826,-87.622545075,41.803731033,BRONZEVILLE
1195,141019,-87.729948759,41.968330786,"NORTH PARK,ALBANY PARK"
1196,141085,-87.632547742,41.895815087,RIVER NORTH
1197,141102,-87.787755655,41.930851315,"BELMONT CRAGIN,HERMOSA"
1198,141212,-87.711007063,41.917242821,LOGAN SQUARE
1199,141232,-87.604432627,41.751405759,"SOUTH SHORE, GRAND CROSSING"
1200,141464,-87.722270797,41.968194856,"NORTH PARK,ALBANY PARK"
1201,141554,-87.631791074,41.849441688,"ARMOUR SQUARE,CHINATOWN"
1202,141589,-87.712793245,41.924545218,LOGAN SQUARE
1203,141660,-87.630950486,41.878814822,LOOP
1204,141814,-87.664281826,41.88471128,WEST LOOP
1205,141825,-87.632868362,41.897254399,RIVER NORTH
1206,141906,-87.634176883,41.853304512,"ARMOUR SQUARE,CHINATOWN"
1207,141950,-87.632595153,41.885761124,LOOP
1208,142027,-87.628009163,41.898431372,RUSH & DIVISION
1209,142045,,,BRONZEVILLE
1210,142157,-87.6583313,41.999883229,ROGERS PARK
1211,142313,-87.550803536,41.713304177,SOUTHEAST SIDE
1212,142354,-87.729058851,41.917024471,"BELMONT CRAIGIN,HERMOSA"
1213,142402,-87.64302328,41.885595076,WEST LOOP
1214,142451,-87.644624393,41.779095341,ENGLEWOOD
1215,142454,-87.627110226,41.897426602,RUSH & DIVISION
1216,142467,-87.678062723,41.910364022,"WICKER PARK,WEST TOWN"
1217,142496,-87.66652853,41.869371085,"LITTLE ITALY, UIC"
1218,142527,-87.753808217,41.924249422,"BELMONT CRAGIN,HERMOSA"
1219,142737,-87.638245404,41.882007859,WEST LOOP
1220,142769,-87.629502283,41.87967604,LOOP
1221,142824,-87.65502138,41.982989018,EDGEWATER
1222,142919,-87.66786748,41.925265,LINCOLN PARK
1223,143141,-87.636589107,41.880717575,LOOP
1224,143200,-87.740659315,41.968562454,"NORTH PARK,ALBANY PARK"
1225,143212,-87.634729782,41.906926209,OLD TOWN
1226,143349,-87.645873331,41.923531789,LINCOLN PARK
1227,143356,-87.707719864,41.954031554,"IRVING PARK,AVONDALE"
1228,143386,-87.697095682,41.91898681,LOGAN SQUARE
1229,143395,-87.609518049,41.892249163,
1230,143494,-87.630056903,41.903812639,RUSH & DIVISION
1231,143501,-87.630950486,41.878814822,LOOP
1232,143516,-87.685583553,41.943235788,NORTH CENTER
1233,143588,-87.654133137,41.936372506,LAKE VIEW
1234,143686,-87.644198417,41.938435181,LAKE VIEW
1235,143886,-87.649469468,41.951390151,LAKE VIEW
1236,144096,-87.727578352,41.968357068,"NORTH PARK,ALBANY PARK"
1237,144294,-87.632120577,41.878542932,LOOP
1238,144303,-87.585799573,41.806170388,"KENWOOD,OAKLAND"
1239,144374,-87.668176411,41.978607404,ANDERSONVILLE
1240,144436,-87.625164692,41.898261619,
1241,144607,-87.634955203,41.888074281,RIVER NORTH
1242,144764,-87.686772517,41.898706065,UKRAINIAN VILLAGE AND EAST VILLAGE
1243,144776,-87.666369399,42.009176976,ROGERS PARK
1244,144830,-87.65104908,41.927234066,SHEFFIELD & DEPAUL
1245,144872,-87.626078783,41.882567066,LOOP
1246,145095,-87.620743726,41.894903302,
1247,145173,-87.670242479,41.997344332,EDGEWATER
1248,145189,-87.806906809,41.975872978,NORWOOD PARK
1249,145196,-87.624272468,41.900801649,STREETERVILLE
1250,145261,-87.690025078,42.019420972,WEST RIDGE
1251,145423,-87.642849948,41.893991884,RIVER NORTH
1252,145443,-87.620520448,41.894905816,
1253,145460,-87.685541797,41.853923562,LOWER WEST SIDE
1254,145503,-87.640695119,41.876646841,WEST LOOP
1255,145590,-87.785823503,41.930110626,"BELMONT CRAGIN,HERMOSA"
1256,145738,-87.644681323,41.938007937,LAKE VIEW
1257,145764,-87.663272293,41.896025027,"WICKER PARK,WEST TOWN"
1258,145887,-87.609518049,41.892249163,
1259,146040,-87.651182688,41.833618869,BRIDGEPORT
1260,146082,-87.709805175,41.930392308,LOGAN SQUARE
1261,146222,-87.625837706,41.873908456,LOOP
1262,146291,-87.639725027,41.880699246,WEST LOOP
1263,146306,-87.647385994,41.877721138,GREEKTOWN
1264,146404,-87.625867137,41.891590741,RIVER NORTH
1265,146485,-87.663310997,41.935692836,LAKE VIEW
1266,146525,-87.714267519,41.982890839,"NORTH PARK,ALBANY PARK"
1267,146618,-87.669767108,41.883142948,UNITED CENTER
1268,146680,-87.666369399,42.009176976,ROGERS PARK
1269,146688,-87.624272468,41.900801649,STREETERVILLE
1270,146871,-87.666278825,42.006736696,ROGERS PARK
1271,146976,-87.651612251,41.884445042,WEST LOOP
1272,146999,-87.914428439,42.008536401,
1273,147211,-87.642849948,41.893991884,RIVER NORTH
1274,147234,-87.620422057,41.893365397,
1275,147279,-87.679245808,41.975716732,LINCOLN SQUARE
1276,147433,-87.629294015,41.872767,PRINTERS ROW
1277,147438,-87.644552197,41.940219522,LAKE VIEW
1278,147441,-87.683712523,41.910483811,"WICKER PARK,WEST TOWN"
1279,147490,-87.625164692,41.898261619,
1280,147505,-87.737996905,41.953420907,"IRVING PARK,AVONDALE"
1281,147554,-87.677634151,41.896010179,UKRAINIAN VILLAGE AND EAST VILLAGE
1282,147570,-87.623973964,41.853238342,NEAR SOUTH SIDE
1283,147616,-87.745876776,41.892713452,AUSTIN
1284,147683,-87.679075957,41.954854382,NORTH CENTER
1285,147738,-87.586607206,41.803357953,"KENWOOD,OAKLAND"
1286,147793,-87.73351986,41.989964243,"SAUGANASH,FOREST GLEN"
1287,147917,-87.624308522,41.884540111,LOOP
1288,147921,-87.655991066,41.886577325,WEST LOOP
1289,147934,-87.604983948,41.747481679,"CHATHAM,BURNSIDE"
1290,147935,-87.696324438,41.983982301,WEST RIDGE
1291,147991,-87.66879773,41.954183774,LAKE VIEW
1292,148024,-87.707119009,41.927653196,LOGAN SQUARE
1293,148083,-87.652156209,41.857902693,LOWER WEST SIDE
1294,148114,-87.748872621,41.915176904,"BELMONT CRAGIN,HERMOSA"
1295,148122,-87.758346968,41.968005707,JEFFERSON PARK
1296,148123,-87.689371316,41.895825283,UKRAINIAN VILLAGE AND EAST VILLAGE
1297,148149,-87.624272468,41.900801649,STREETERVILLE
1298,148210,-87.659363056,41.97336108,UPTOWN
1299,148270,-87.762444152,41.969624803,JEFFERSON PARK
1300,148483,-87.660260763,41.994444076,EDGEWATER
1301,148504,-87.668176411,41.978607404,ANDERSONVILLE
1302,148661,-87.653159551,41.910948763,LINCOLN PARK
1303,148683,-87.663780968,41.869195016,"LITTLE ITALY, UIC"
1304,148776,-87.67607883,41.961603816,LINCOLN SQUARE
1305,148791,-87.609518049,41.892249163,
1306,148899,-87.620828957,41.886005833,LOOP
1307,149094,-87.630562518,41.893127755,RIVER NORTH
1308,149262,-87.631263221,41.883100962,LOOP
1309,149265,-87.612923081,41.816815018,BRONZEVILLE
1310,149430,-87.644624393,41.779095341,ENGLEWOOD
1311,149515,-87.641119667,41.884187507,WEST LOOP
1312,149530,-87.657382024,41.983559426,EDGEWATER
1313,149578,-87.617488193,41.860449933,MUSEUM CAMPUS
1314,149589,-87.676987817,41.898809805,UKRAINIAN VILLAGE AND EAST VILLAGE
1315,149734,-87.78921769,41.998626061,NORWOOD PARK
1316,149743,-87.633899901,41.88205499,LOOP
1317,149879,-87.609518049,41.892249163,
1318,149963,-87.600059532,41.789423469,HYDE PARK
1319,149990,-87.682735396,41.943054831,NORTH CENTER
1320,149992,-87.626728956,41.897651538,RUSH & DIVISION
1321,150022,-87.634729782,41.906926209,OLD TOWN
1322,150165,-87.710782676,41.968540487,"NORTH PARK,ALBANY PARK"
1323,150216,-87.747231694,41.9168114,"BELMONT CRAGIN,HERMOSA"
1324,150367,-87.618536719,41.895941873,
1325,150390,-87.838385258,41.966453173,
1326,150407,-87.575451405,41.77863625,JACKSON PARK
1327,150453,-87.675337425,41.908871127,"WICKER PARK,WEST TOWN"
1328,150486,-87.647114963,41.935339268,LAKE VIEW
1329,150491,-87.634592464,41.88053925,LOOP
1330,150526,-87.688830236,41.970773488,LINCOLN SQUARE
1331,150603,-87.696460849,41.96844094,LINCOLN SQUARE
1332,150648,-87.64868497,41.918943199,LINCOLN PARK
1333,150705,-87.773454746,41.879996192,AUSTIN
1334,150741,-87.659414087,41.968723711,UPTOWN
1335,150803,-87.64952321,41.943659495,LAKE VIEW
1336,150956,-87.639098928,41.868889711,WEST LOOP
1337,151016,-87.694829722,41.997754789,WEST RIDGE
1338,151017,-87.705061268,41.928292712,LOGAN SQUARE
1339,151033,-87.713822193,41.869855437,NORTH LAWNDALE
1340,151059,-87.585799573,41.806170388,"KENWOOD,OAKLAND"
1341,151100,-87.637216392,41.884525461,LOOP
1342,151237,-87.622247991,41.884632076,LOOP
1343,151617,-87.693856639,41.968461303,LINCOLN SQUARE
1344,151657,-87.630562518,41.893127755,RIVER NORTH
1345,151674,-87.647466848,41.880426198,GREEKTOWN
1346,151773,-87.692400919,41.924965224,LOGAN SQUARE
1347,151828,-87.637024697,41.920148393,LINCOLN PARK
1348,151852,-87.691408906,41.96848269,LINCOLN SQUARE
1349,152039,-87.656382369,41.67756555,WEST PULLMAN
1350,152115,-87.668912756,41.943432313,LAKE VIEW
1351,152120,-87.631427622,41.900661339,RIVER NORTH
1352,152344,-87.690799301,41.941426293,NORTH CENTER
1353,152408,,,BRONZEVILLE
1354,152428,-87.600059532,41.789423469,HYDE PARK
1355,152449,-87.678062723,41.910364022,"WICKER PARK,WEST TOWN"
1356,152464,-87.629065289,41.874662881,LOOP
1357,152535,-87.637120956,41.889682961,RIVER NORTH
1358,152537,-87.650773391,41.939856704,LAKE VIEW
1359,152724,-87.688093943,41.946080773,NORTH CENTER
1360,152753,-87.646806628,41.891305558,"WICKER PARK,WEST TOWN"
1361,152769,-87.70721669,41.917509716,LOGAN SQUARE
1362,152794,-87.635042769,41.877351192,LOOP
1363,152814,-87.689936629,42.012389417,WEST RIDGE
1364,153120,-87.674320837,41.954323838,NORTH CENTER
1365,153157,-87.620034811,41.809218778,BRONZEVILLE
1366,153324,-87.687616424,41.967406598,LINCOLN SQUARE
1367,153635,-87.692834057,41.981866037,LINCOLN SQUARE
1368,153691,-87.6335146,41.88331838,LOOP
1369,153754,-87.666278825,42.006736696,ROGERS PARK
1370,153829,-87.625850989,41.883111687,LOOP
1371,153896,-87.636589107,41.880717575,LOOP
1372,153911,-87.62663329,41.8757876,LOOP
1373,153913,-87.654263488,41.940228137,LAKE VIEW
1374,154101,-87.653932445,41.94735998,LAKE VIEW
1375,154130,-87.647246082,41.932863882,LAKE VIEW
1376,154159,-87.645882843,41.932671845,LINCOLN PARK
1377,154167,-87.625564145,41.893272906,RIVER NORTH
1378,154175,-87.627416234,41.900886707,GOLD COAST
1379,154278,-87.652316661,41.954409742,LAKE VIEW
1380,154393,-87.639764523,41.879616268,WEST LOOP
1381,154465,-87.647493345,41.89175404,"WICKER PARK,WEST TOWN"
1382,154466,-87.628009163,41.898431372,RUSH & DIVISION
1383,154591,-87.631515429,41.90378983,RIVER NORTH
1384,154593,-87.678130428,41.910364204,"WICKER PARK,WEST TOWN"
1385,154655,-87.641268696,41.927168968,LINCOLN PARK
1386,154677,-87.660796569,41.869242742,"LITTLE ITALY, UIC"
1387,154742,-87.685583553,41.943235788,NORTH CENTER
1388,154821,-87.747231694,41.9168114,"BELMONT CRAGIN,HERMOSA"
1389,154901,,,BRONZEVILLE
1390,154923,-87.658604614,41.891769778,"WICKER PARK,WEST TOWN"
1391,154976,-87.647385994,41.877721138,GREEKTOWN
1392,155057,-87.648502168,41.922304682,LINCOLN PARK
1393,155062,-87.65710042,41.994481857,EDGEWATER
1394,155084,-87.715945845,41.844258654,LITTLE VILLAGE
1395,155154,-87.624272468,41.900801649,STREETERVILLE
1396,155197,-87.685770718,41.964622923,LINCOLN SQUARE
1397,155227,-87.680951849,41.680602777,"MOUNT GREENWOOD,MORGAN PARK"
1398,155294,-87.666353919,42.008813689,ROGERS PARK
1399,155391,-87.630950486,41.878814822,LOOP
1400,155407,-87.629781008,41.878050681,LOOP
1401,155431,-87.632674115,41.889225372,RIVER NORTH
1402,155478,-87.675337425,41.908871127,"WICKER PARK,WEST TOWN"
1403,155752,-87.654926518,41.896384295,"WICKER PARK,WEST TOWN"
1404,155778,-87.662677733,41.727435773,"WASHINGTON HEIGHTS,ROSELAND"
1405,155799,-87.635840254,41.896317588,RIVER NORTH
1406,156031,-87.618207901,41.896711367,
1407,156041,-87.636661838,41.883748217,LOOP
1408,156110,-87.642849948,41.893991884,RIVER NORTH
1409,156132,-87.627948771,41.883108627,LOOP
1410,156208,-87.612866633,41.85110748,MUSEUM CAMPUS
1411,156310,-87.625867137,41.891590741,RIVER NORTH
1412,156322,-87.640803884,41.880463147,WEST LOOP
1413,156351,-87.609518049,41.892249163,
1414,156569,-87.675657558,41.83146662,"BRIGHTON PARK,MCKINLEY PARK"
1415,156624,-87.679010495,41.932769048,NORTH CENTER
1416,156771,-87.696324438,41.983982301,WEST RIDGE
1417,156808,-87.66100296,42.004715699,ROGERS PARK
1418,156889,-87.624341061,41.885259778,LOOP
1419,156964,-87.692834057,41.981866037,LINCOLN SQUARE
1420,156971,-87.627948771,41.883108627,LOOP
1421,157168,-87.67607883,41.961603816,LINCOLN SQUARE
1422,157385,-87.624428052,41.87666158,LOOP
1423,157461,-87.639098928,41.868889711,WEST LOOP
1424,157608,-87.639670688,41.92400932,LINCOLN PARK
1425,157625,-87.647493345,41.89175404,"WICKER PARK,WEST TOWN"
1426,157723,-87.74127656,41.787835631,MIDWAY AIRPORT
1427,157728,-87.701866545,41.862904001,NORTH LAWNDALE
1428,157735,-87.678062723,41.910364022,"WICKER PARK,WEST TOWN"
1429,157801,-87.631010446,41.884586267,LOOP
1430,157903,,,BRONZEVILLE
1431,157922,-87.657382024,41.983559426,EDGEWATER
1432,157950,-87.669965312,41.903195593,UKRAINIAN VILLAGE AND EAST VILLAGE
1433,157956,-87.642058833,41.867728804,WEST LOOP
1434,158040,-87.680270826,41.961550247,LINCOLN SQUARE
1435,158068,-87.66739768,41.721038459,BEVERLY
1436,158097,-87.677701677,41.910582764,"WICKER PARK,WEST TOWN"
1437,158119,-87.626992199,41.831113424,BRONZEVILLE
1438,158165,-87.654966292,41.939787596,LAKE VIEW
1439,158181,-87.647246082,41.932863882,LAKE VIEW
1440,158190,-87.627948771,41.883108627,LOOP
1441,158301,-87.630562518,41.893127755,RIVER NORTH
1442,158327,-87.816227484,41.945016727,DUNNING
1443,158337,-87.605547143,41.778708617,WOODLAWN
1444,158342,-87.622247991,41.884632076,LOOP
1445,158391,-87.585799573,41.806170388,"KENWOOD,OAKLAND"
1446,158421,-87.723259215,41.938865703,"IRVING PARK,AVONDALE"
1447,158489,-87.812280307,41.952540149,DUNNING
1448,158516,-87.673233004,41.947042286,LAKE VIEW
1449,158520,-87.914428439,42.008536401,
1450,158527,-87.589048953,41.799653784,HYDE PARK
1451,158672,-87.687738508,41.923199893,LOGAN SQUARE
1452,158692,-87.668093363,41.910734094,"WICKER PARK,WEST TOWN"
1453,158732,-87.664227479,41.949373986,LAKE VIEW
1454,158807,-87.647501679,41.909313774,RIVER NORTH
1455,158858,-87.819620646,41.937987648,DUNNING
1456,158871,-87.74127656,41.787835631,MIDWAY AIRPORT
1457,158929,-87.683172108,41.869128539,"LITTLE ITALY, UIC"
1458,158933,-87.710038349,41.975840774,"NORTH PARK,ALBANY PARK"
1459,158989,-87.712963126,41.953746187,"IRVING PARK,AVONDALE"
1460,159025,-87.711152513,41.982931134,"NORTH PARK,ALBANY PARK"
1461,159038,-87.692834057,41.981866037,LINCOLN SQUARE
1462,159047,-87.651210937,41.940826003,LAKE VIEW
1463,159126,-87.630391645,41.882093367,LOOP
1464,159217,-87.66910712,41.997985219,EDGEWATER
1465,159249,-87.627948771,41.883108627,LOOP
1466,159292,-87.631968869,41.845372166,"ARMOUR SQUARE,CHINATOWN"
1467,159294,-87.668470388,41.978616154,ANDERSONVILLE
1468,159485,-87.682099525,41.896855157,UKRAINIAN VILLAGE AND EAST VILLAGE
1469,159526,-87.636805837,41.934402987,LAKE VIEW
1470,159597,-87.627514932,41.877396937,LOOP
1471,159616,-87.626728956,41.897651538,RUSH & DIVISION
1472,159623,-87.660640927,41.965460917,UPTOWN
1473,159651,-87.634006773,41.894834907,RIVER NORTH
1474,159706,-87.683215839,41.847573841,LOWER WEST SIDE
1475,159733,-87.648010451,41.910813473,OLD TOWN
1476,159867,-87.637120956,41.889682961,RIVER NORTH
1477,159876,-87.661624502,41.694792946,"MOUNT GREENWOOD,MORGAN PARK"
1478,159948,-87.707119009,41.927653196,LOGAN SQUARE
1479,159973,-87.725544755,41.931917684,"IRVING PARK,AVONDALE"
1480,159998,-87.53663321,41.713787169,SOUTHEAST SIDE
1481,160028,-87.703863023,41.799082056,"MARQUETTE PARK,GAGE PARK"
1482,160120,-87.676591131,41.909962434,"WICKER PARK,WEST TOWN"
1483,160161,-87.74127656,41.787835631,MIDWAY AIRPORT
1484,160180,-87.762595893,41.970180017,JEFFERSON PARK
1485,160201,-87.655302451,41.94711896,WRIGLEYVILLE
1486,160267,-87.653928731,41.932746527,LAKE VIEW
1487,160290,-87.669091041,41.808454838,BACK OF THE YARDS
1488,160304,-87.664221785,41.949147759,LAKE VIEW
1489,160483,-87.633829661,41.879495472,LOOP
1490,160543,-87.674320837,41.954323838,NORTH CENTER
1491,160795,-87.668176411,41.978607404,ANDERSONVILLE
1492,160819,-87.653502812,41.943662302,LAKE VIEW
1493,161091,-87.725961505,41.885855091,GARFIELD PARK
1494,161115,-87.708230325,41.956193397,"IRVING PARK,AVONDALE"
1495,161154,-87.677329263,41.910594347,"WICKER PARK,WEST TOWN"
1496,161156,-87.609518049,41.892249163,
1497,161169,-87.638760821,41.883265853,WEST LOOP
1498,161319,-87.679283872,41.976988998,LINCOLN SQUARE
1499,161321,-87.613882123,41.851019777,NEAR SOUTH SIDE
1500,161360,-87.659883579,41.998086107,EDGEWATER
1501,161477,-87.634955203,41.888074281,RIVER NORTH
1502,161513,-87.647452744,41.879942323,GREEKTOWN
1503,161525,-87.628369943,41.897542251,RUSH & DIVISION
1504,161720,-87.624662555,41.885848995,LOOP
1505,161727,-87.617210895,41.758480316,"SOUTH SHORE, GRAND CROSSING"
1506,161826,-87.662677733,41.727435773,"WASHINGTON HEIGHTS,ROSELAND"
1507,162015,-87.69470467,41.968453711,LINCOLN SQUARE
1508,162018,-87.637024697,41.920148393,LINCOLN PARK
1509,162152,-87.629389028,41.894165414,RIVER NORTH
1510,162161,-87.638245404,41.882007859,WEST LOOP
1511,162281,-87.666163368,41.923033692,LINCOLN PARK
1512,162314,-87.648010451,41.910813473,OLD TOWN
1513,162374,-87.707119009,41.927653196,LOGAN SQUARE
1514,162435,-87.620970559,41.88820137,LOOP
1515,162585,-87.66100296,42.004715699,ROGERS PARK
1516,162619,-87.632548439,41.895852573,RIVER NORTH
1517,162643,-87.638578668,41.878581561,WEST LOOP
1518,162645,-87.635623854,41.880527592,LOOP
1519,162854,-87.666369399,42.009176976,ROGERS PARK
1520,162941,-87.634904368,41.894671024,RIVER NORTH
1521,162999,-87.660369134,41.933594601,LAKE VIEW
1522,163165,-87.737996905,41.953420907,"IRVING PARK,AVONDALE"
1523,163216,-87.683215839,41.847573841,LOWER WEST SIDE
1524,163289,-87.68286119,41.910277011,"WICKER PARK,WEST TOWN"
1525,163594,-87.620520448,41.894905816,
1526,163608,-87.702043289,41.953846017,"IRVING PARK,AVONDALE"
1527,163617,-87.767775543,41.938669321,PORTAGE PARK
1528,163618,-87.607281209,41.758657919,"SOUTH SHORE, GRAND CROSSING"
1529,163645,-87.743003421,41.807533457,MIDWAY AIRPORT
1530,163722,-87.630562518,41.893127755,RIVER NORTH
1531,163754,-87.628194165,41.902442287,GOLD COAST
1532,163770,-87.819620646,41.937987648,DUNNING
1533,163797,-87.636403135,41.929904874,LINCOLN PARK
1534,163848,-87.72332836,41.938623091,"IRVING PARK,AVONDALE"
1535,163857,-87.660135907,41.99052009,EDGEWATER
1536,163860,-87.653262838,41.965562298,UPTOWN
1537,164119,-87.666278825,42.006736696,ROGERS PARK
1538,164143,-87.776489568,41.93855424,DUNNING
1539,164173,-87.779285192,41.945633439,DUNNING
1540,164214,-87.662840474,41.857803376,LOWER WEST SIDE
1541,164228,-87.644624393,41.779095341,ENGLEWOOD
1542,164278,-87.708396949,41.961225359,"NORTH PARK,ALBANY PARK"
1543,164496,-87.697356799,41.927896171,LOGAN SQUARE
1544,164556,-87.550803536,41.713304177,SOUTHEAST SIDE
1545,164574,-87.564739392,41.764509173,"SOUTH SHORE, GRAND CROSSING"
1546,164620,-87.653208325,41.917732851,LINCOLN PARK
1547,164664,-87.78921769,41.998626061,NORWOOD PARK
1548,164667,-87.776594184,41.923702612,"BELMONT CRAGIN,HERMOSA"
1549,164670,-87.619638635,41.801939763,WASHINGTON PARK
1550,164684,-87.741645644,41.789329323,MIDWAY AIRPORT
1551,164765,,,BRONZEVILLE
1552,164812,-87.632162307,41.880016454,LOOP
1553,164815,-87.626976034,41.883109079,LOOP
1554,164818,-87.631848443,41.85202315,"ARMOUR SQUARE,CHINATOWN"
